date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2020-03-02,,,,,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,
2020-03-18,,,0.152431791221827,,771,2972,816,218,,,,,,,,,,,,
2020-03-19,,,0.221826809015421,,1002,4073,1180,327,438,2229,519,155,,,,,,,,
2020-03-20,,,0.256425464610518,,1297,5226,1587,450,242,1256,317,83,,,,,,,,
2020-03-21,,,0.301502570185844,,1453,5900,1811,525,298,1540,368,115,,,,,,,,
2020-03-22,,,0.345195729537367,,1674,6954,2117,632,309,1534,315,124,,,,,,,,
2020-03-23,,,0.411229735073152,,2080,8673,2567,860,448,2053,377,189,,,,,,,,
2020-03-24,,,0.494859628311586,,2503,10163,3281,1100,571,2618,743,244,,,,,,,,
2020-03-25,,,0.580268880980625,,2935,12072,4085,1388,607,3166,834,293,,,,,,,,
2020-03-26,,,0.662514827995255,,3351,13879,4947,1696,612,3097,888,318,,,,,,,,
2020-03-27,,,0.74298141557928,,3758,15701,5698,1995,608,3059,814,307,,,,,,,,
2020-03-28,,,0.837485172004745,,4236,17580,6624,2314,695,3353,969,326,,,,,,,,
2020-03-29,,,0.907868722815342,,4592,19311,7131,2606,543,2685,543,295,,,,,,,,
2020-03-30,,,0.999604586793199,,5056,20946,7923,3024,694,3108,861,423,,,,,,,,
2020-03-31,,,1.08659549228944,,5496,22672,9443,3523,767,4146,1589,526,,,,,,,,
2020-04-01,,,1.17437722419929,,5940,24543,10934,4032,771,4281,1647,516,,,,,,,,
2020-04-02,,,1.24654013444049,,6305,26131,12427,4503,728,3845,1577,524,,,,,,,,
2020-04-03,,,1.29616449189403,,6556,27302,14007,5091,640,3627,1655,606,,,,,,,,
2020-04-04,,,1.32918149466192,,6723,28003,15437,5532,502,2822,1495,448,,,,,,,,
2020-04-05,,,1.3560695927244,,6859,28747,16182,5889,390,1931,773,361,,,,,,,,
2020-04-06,,,1.37366548042705,,6948,29569,17249,6494,478,2754,1133,613,,,,,,,,
2020-04-07,,,1.38473705021748,,7004,29871,19336,7091,518,3277,2161,607,,,,,,,,
2020-04-08,,,1.38770264926849,,7019,30217,21253,7632,482,3139,2022,562,,,,,,,,
2020-04-09,,,1.37149070778964,,6937,30608,23205,8044,369,2990,2032,424,,,,,,,,
2020-04-10,,,1.35923289837881,,6875,31108,24931,8598,431,3161,1967,578,,,,,,,,
2020-04-11,,,1.33491498616054,,6752,31159,26390,8943,255,2044,1527,353,,,,,,,,
2020-04-12,,,1.32740213523132,,6714,31665,27185,9253,220,1688,825,315,,,,,,,,
2020-04-13,,,1.3226571767497,,6690,31952,27717,9588,227,1257,551,343,,,,,,,,
2020-04-14,,,1.30466587584025,,6599,32131,28804,10129,275,1965,1125,559,,,,,,,,
2020-04-15,,,1.2516805061289,,6331,31623,30952,10643,284,2415,2224,524,,,,,,,,
2020-04-16,,,1.213720838276,,6139,31172,32806,11053,270,2084,1925,435,,,,,,,,
2020-04-17,,,1.17081850533808,,5922,31061,34414,11470,242,2166,1720,428,,,,,,,,
2020-04-18,,,1.13345195729537,,5733,30515,35977,11834,206,1565,1605,368,,,,,,,,
2020-04-19,,,1.11585606959272,,5644,30486,36572,12061,137,890,622,231,,,,,,,,
2020-04-20,,,1.10399367338869,,5584,30462,37403,12505,208,1464,933,450,,,,,,,,
2020-04-21,,,1.05456702253855,,5334,29984,39175,12892,190,1885,1875,404,,,,,,,,
2020-04-22,,,1.01364175563464,,5127,29627,40651,13225,183,1619,1587,349,,,,,,,,
2020-04-23,,,0.98200869909055,,4967,29113,42082,13536,178,1410,1531,320,,,,,,,,
2020-04-24,,,0.946026097271649,,4785,28554,43486,13841,155,1346,1464,312,,,,,,,,
2020-04-25,,,0.917556346381969,,4641,28119,44587,14039,124,999,1166,207,,,,,,,,
2020-04-26,,,0.909054962435745,,4598,28114,44896,14191,79,481,318,152,,,,,,,,
2020-04-27,,,0.894820086990906,,4526,27954,45506,14486,125,964,736,300,,,,,,,,
2020-04-28,,,0.851522340846184,,4392,27607,46322,14676,153,1321,1491,328,,,,,,,,
2020-04-29,,,0.816132858837485,,4128,26736,48221,15041,110,1070,1430,251,,,,,,,,
2020-04-30,,,0.780347963621985,,3947,26192,49469,15231,121,1048,1327,207,,,,,,,,
2020-05-01,,,0.755041518386714,,3819,25809,50204,15350,73,668,862,138,,,,,,,,
2020-05-02,,,0.745353894820087,,3770,25751,50554,15468,64,453,381,120,,,,,,,,
2020-05-03,,,0.743772241992883,,3762,25739,50776,15564,80,345,245,101,,,,,,,,
2020-05-04,,,0.719454329774615,,3639,25472,51363,15807,84,689,619,245,,,,,,,,
2020-05-05,,,0.667259786476868,,3375,24701,52728,16041,111,987,1435,244,,,,,,,,
2020-05-06,,,0.611901937524713,,3095,23912,53963,16218,69,833,1298,181,,,,,,,,
2020-05-07,,,0.575523922499012,,2911,23139,55018,16367,99,728,1291,159,,,,,,,,
2020-05-08,,,0.557532621589561,,2820,22657,55773,16478,89,510,817,118,,,,,,,,
2020-05-09,,,0.54646105179913,,2764,22547,56029,16554,38,265,274,77,,,,,,,,
2020-05-10,,,0.53934361407671,,2728,22502,56208,16623,38,253,212,70,,,,,,,,
2020-05-11,,,0.527085804665876,,2666,22219,56715,16801,82,523,560,184,,,,,,,,
2020-05-12,,,0.493475682087782,,2496,21530,57776,16984,92,670,1118,194,,,,,,,,
2020-05-13,,,0.47153024911032,,2385,21009,58664,17082,69,543,943,105,,,901,,,,,
2020-05-14,,,0.446026097271649,,2256,20401,59596,17205,52,542,970,126,,,1015,,,,,
2020-05-15,,,0.427441676551997,,2162,19801,60439,17323,64,438,892,120,,,1044,,,,,
2020-05-16,,,0.413404507710558,,2091,19372,61057,17393,46,350,652,78,,,292,,,,,
2020-05-17,,,0.404705417160933,,2047,19302,61204,17447,24,152,159,54,,,142,,,,,
2020-05-18,,,0.387109529458284,,1958,18956,61719,17570,38,375,548,123,,,1120,,,,,
2020-05-19,2.16933174921606,8.29769859924746,0.366548042704626,,1854,18409,62554,17695,69,506,882,140,,,1055,,,5569,,
2020-05-20,2.11932785550374,8.5316254586624,0.346777382364571,,1754,17882,63345,17793,43,432,823,102,,,1058,,,5726,,
2020-05-21,2.06658238516646,7.30686190172554,0.337682878608146,,1708,17527,63849,17851,28,271,530,58,,,193,,,4904,,
2020-05-22,1.95332202301802,6.9820462625379,0.328983788058521,,1664,17327,64200,17925,36,263,373,75,,,826,,,4686,,
2020-05-23,1.92302137194782,6.94330678263479,0.321866350336101,,1628,17122,64538,17968,30,233,361,47,,,266,,,4660,,
2020-05-24,1.92012320413096,6.94777672262361,0.319889284302096,,1618,17129,64608,18003,24,121,80,36,,,145,,,4663,,
2020-05-25,1.75146573496875,6.3339049641589,0.31079478054567,,1572,16742,65190,18093,45,342,609,93,,,708,,,4251,,
2020-05-26,1.62937723223449,5.91373060520976,0.300316330565441,,1519,16209,65870,18175,37,318,718,92,,,773,,,3969,,
2020-05-27,1.53716216216216,5.42352718643576,0.290035587188612,,1467,15627,66575,18240,32,271,736,67,,,729,,,3640,,
2020-05-28,1.50783610028143,6.09103822476631,0.275800711743772,,1395,15155,67182,18306,36,253,621,69,,,641,,,4088,,
2020-05-29,1.42760379460568,5.74685284562712,0.262554369315935,,1328,14643,67794,18367,29,255,656,63,,,595,,,3857,,
2020-05-30,1.45871454922333,5.90330074523585,0.255634638196916,,1293,14329,68259,18424,29,227,486,57,,,371,,,3962,,
2020-05-31,1.46725332375925,5.96736988507561,0.254448398576512,,1287,14271,68346,18455,18,72,93,35,,,188,,,4005,,
2020-06-01,1.49691810977399,5.16725062707671,0.251087386318703,0.847552969184841,1270,14237,68431,18486,9,89,95,31,,,171,,,3468,,
2020-06-02,1.5083382243267,5.09275162726303,0.241399762752076,0.837309610886551,1221,13978,68803,18570,33,229,402,85,,,723,,,3418,,
2020-06-03,1.48888671475457,4.98845302752388,0.233096085409253,0.82972809266232,1179,13465,69446,18651,26,250,668,85,,,659,,,3348,,
2020-06-04,1.50090848020054,4.96014340759468,0.224001581652827,0.827071255048947,1133,13054,69967,18695,23,195,544,46,,,622,,,3329,,
2020-06-05,1.5041782729805,4.90799410772511,0.21055753262159,0.831394657868752,1065,12650,70494,18741,19,213,548,47,,,560,,,3294,,
2020-06-06,1.47388760176189,4.79624560800459,0.20363780150257,0.843157007490284,1030,12433,70796,18772,15,143,309,35,,,296,,,3219,,
2020-06-07,1.45741353936718,4.72174660819091,0.202451561882167,0.860701606786204,1024,12415,70832,18785,4,37,39,13,,,138,,,3169,,
2020-06-08,1.41142392317918,5.29985884674505,0.196718070383551,0.880428568269396,995,12269,71052,18839,23,145,245,55,,,559,,,3557,,
2020-06-09,1.38096473029046,5.07785182730029,0.183076314748913,0.89802760383509,926,11915,71496,18892,15,169,463,53,,,574,,,3408,,
2020-06-10,1.36406145074177,4.93332376766176,0.1787267694741,0.909357268966235,904,11632,71822,18915,23,130,337,34,,,562,,,3311,,
2020-06-11,1.38029014007049,4.9363037276543,0.172993277975484,0.912093394519807,875,11420,72139,18942,26,143,322,28,,,624,,,3313,,
2020-06-12,1.41495157384988,5.0152726674568,0.168248319493871,0.906211123407032,851,11079,72562,18970,18,136,440,33,,,613,,,3366,,
2020-06-13,1.38451883021427,4.89756424775119,0.166666666666667,0.893865935105632,843,10864,72798,18994,14,68,247,24,,,217,,,3287,,
2020-06-14,1.38773197576332,4.89011434776982,0.166271253459866,0.878960454665968,841,10836,72849,19003,6,33,51,9,,,133,,,3282,,
2020-06-15,1.37231859251122,4.80220552798968,0.161724001581653,0.865767797089758,818,10707,73034,19032,12,114,198,30,,,500,,,3223,,
2020-06-16,1.37561751081178,4.79624560800459,0.156583629893238,0.857299328933375,792,10490,73325,19070,14,143,317,42,,,570,,,3219,,
2020-06-17,1.45688618397682,5.0718919073152,0.147093712930012,0.854953773115733,744,10222,73657,19098,14,116,345,30,,,747,,,3404,,
2020-06-18,1.44070087222897,5.00335282748661,0.143139580862001,0.858554143011839,724,10080,73877,19126,15,136,236,29,,,578,,,3358,,
2020-06-19,1.46804946354813,5.13149110716614,0.138196915776987,0.866538715126778,699,9925,74107,19140,10,116,246,14,,,699,,,3444,,
2020-06-20,1.50854617972696,5.3311484266668,0.13582443653618,0.876697267775233,687,9792,74302,19156,7,90,206,19,,,351,,,3578,,
2020-06-21,1.50134184009317,5.30134882674133,0.13582443653618,0.886676199651865,687,9778,74362,19163,5,48,60,7,,,113,,,3558,,
2020-06-22,1.51642587536305,5.45332678636123,0.133056544088573,0.895083012541008,673,9648,74602,19186,16,142,242,23,,,602,,,3660,,
2020-06-23,1.51972604405179,5.58742498602585,0.129300118623962,0.901845151804848,654,9446,74861,19212,15,117,286,26,,,660,,,3750,,
2020-06-24,1.45744267392149,5.47567648630533,0.124555160142349,0.908060159981296,630,9254,75117,19223,8,97,272,13,,,672,,,3675,,
2020-06-25,1.41945283969273,5.37435784655873,0.123171213918545,0.915309296172412,623,9096,75341,19244,15,124,239,21,,,510,,,3607,,
2020-06-26,1.34444255949168,5.1955602470059,0.119810201660735,0.925198005286076,606,8841,75639,19270,15,87,309,26,,,579,,,3487,,
2020-06-27,1.32413982367672,5.17619050705435,0.117437722419929,0.938470689482985,594,8715,75803,19285,9,55,167,15,,,338,,,3474,,
2020-06-28,1.35403844332923,5.32667848667798,0.117437722419929,0.954752577434284,594,8727,75833,19287,4,44,30,2,,,214,,,3575,,
2020-06-29,1.31694849171853,5.43544702640595,0.116844602609727,0.972723060120096,591,8643,75989,19305,15,102,161,18,,,675,,,3648,,
2020-06-30,1.28994653556721,5.5397456261451,0.113483590351918,0.990792947279821,574,8491,76264,19326,8,152,282,21,,,730,,,3718,,
2020-07-01,1.22720464863386,5.48163640629043,0.109529458283907,1.00753285480632,554,8291,76539,19344,17,106,278,19,,,633,,,3679,,
2020-07-02,1.19420809075981,5.60232478598859,0.107750098853302,1.02240146838287,545,8103,76792,19358,12,93,254,16,,,591,,,3760,,
2020-07-03,1.19757011225886,5.85413140535882,0.105377619612495,1.03590539851258,533,7946,77049,19376,12,125,267,18,,,748,,,3929,,
2020-07-04,1.1852444134498,5.87499112530665,0.102214313958086,1.04932159181212,517,7863,77160,19388,4,47,118,13,,,352,,,3943,,
2020-07-05,1.15095121672844,5.70960334572028,0.103005140371688,1.06388034684409,521,7863,77179,19390,5,21,20,2,,,103,,,3832,,
2020-07-06,1.13512985802741,5.71705324570165,0.103005140371688,1.08035265671414,521,7806,77308,19403,10,98,130,13,,,680,,,3837,,
2020-07-07,1.06722130845568,5.48163640629043,0.101028074337683,1.09846803591039,511,7550,77644,19437,21,127,337,35,,,572,,,3679,,
2020-07-08,1.06388411323131,5.58742498602585,0.0994464215104784,1.11687478455207,503,7254,77985,19469,18,83,345,34,,,704,,,3750,,
2020-07-09,1.05555661708708,5.76175264558986,0.096085409252669,1.13357937565413,486,7134,78159,19483,8,79,180,15,,,708,,,3867,,
2020-07-10,1.04824843619793,5.9226704851874,0.0931198102016607,1.147094002519,471,7020,78377,19508,9,136,221,25,,,856,,,3975,,
2020-07-11,1.0400823703425,5.93012038516877,0.0929221035982602,1.15689112196951,470,6995,78454,19514,7,57,83,6,,,357,,,3980,,
2020-07-12,1.0437818668381,5.9509801051166,0.0935152234084618,1.16389835523908,473,6991,78486,19515,5,26,32,1,,,117,,,3994,,
2020-07-13,1.06042983565107,6.24897610437131,0.0923289837880585,1.17036731043179,467,6941,78586,19533,10,68,100,18,,,880,,,4194,,
2020-07-14,1.11181869701626,5.67086386581717,0.0919335705812574,1.17951477127385,465,6907,78670,19539,7,61,84,6,,,184,,,3806,,
2020-07-15,1.10867228095323,5.9003207852433,0.090351917754053,1.19488549102461,457,6873,78809,19559,16,133,140,20,,,858,,,3960,,
2020-07-16,1.13520199404898,6.30410536423343,0.0901542111506524,1.21874082954941,456,6754,79025,19577,23,119,218,18,,,979,,,4231,,
2020-07-17,1.11326581914817,6.46651318382725,0.0893633847370502,1.25098368843567,452,6646,79233,19591,17,119,213,14,,,965,,,4340,,
2020-07-18,1.11309698875591,6.59763142349932,0.0889679715302491,1.28928505540716,450,6614,79322,19599,6,68,90,8,,,445,,,4428,,
2020-07-19,1.12218705609689,6.70937992321984,0.088572558323448,1.32961355963161,448,6583,79384,19600,4,36,65,1,,,192,,,4503,,
2020-07-20,1.12678987074702,6.93883684264597,0.0873863187030447,1.36709533202058,442,6547,79530,19616,18,137,148,16,,,1034,,,4657,,
2020-07-21,1.13949570209947,8.30365851923255,0.085013839462238,1.39744274841764,430,6440,79723,19629,12,109,196,13,,,1100,,,5573,,
2020-07-22,1.18258815684557,8.77300221805872,0.0830367734282325,1.41774571305875,420,6324,79946,19636,17,132,225,7,,,1173,,,5888,,
2020-07-23,1.20788543323249,9.03076875741405,0.0812574139976275,1.42733357419058,411,5915,80461,19646,13,123,519,14,,,1152,,,6061,,
2020-07-24,1.26461479246151,9.49713249624767,0.0761170423092131,1.42746566641038,385,5678,80804,19656,16,126,345,13,,,1278,,,6374,,
2020-07-25,1.29318847097624,9.76830885556946,0.0727560300514037,1.42058983581495,368,5634,80915,19664,8,86,116,8,,,627,,,6556,,
2020-07-26,1.3006892004333,9.87558741530116,0.0725583234480032,1.40964048640197,367,5640,80947,19665,1,36,34,1,,,264,,,6628,,
2020-07-27,1.35271004275974,10.4641295138292,0.073942269671807,1.39746874718514,374,5614,81071,19673,25,118,127,9,,,1429,,,7023,,
2020-07-28,1.36549269389284,10.860464192838,0.0713720838275998,1.38614366107463,361,5510,81300,19688,22,172,236,15,,,1366,,,7289,,
2020-07-29,1.37460154837262,11.3149080917014,0.0703835508105971,1.37692909809023,356,5409,81489,19703,14,118,191,15,,,1478,,,7594,,
2020-07-30,1.40248835939927,11.906430150222,0.0705812574139976,1.37043386787881,357,5334,81656,19719,14,116,174,16,,,1549,,,7991,,
2020-07-31,1.43089709536458,12.4413329688842,0.0686041913799921,1.36662453371691,347,5257,81870,19730,16,152,216,11,,,1637,,,8350,,
2020-08-01,1.44869605448472,12.6901596282619,0.0680110715697904,1.36499835825259,344,5177,82016,19736,11,77,149,6,,,794,,,8517,,
2020-08-02,1.44279062822392,12.6692999083141,0.068208778173191,1.36481020694711,345,5188,82029,19737,3,25,13,1,,,250,,,8503,,
2020-08-03,1.51977461550287,13.551368066108,0.0711743772241993,1.36520901481223,360,5157,82155,19759,29,142,142,22,,,2021,,,9095,,
2020-08-04,1.62175931167214,14.5138951437007,0.0719652036378015,1.36539604459567,364,5121,82307,19770,21,139,156,11,,,2012,,,9741,,
2020-08-05,1.7060358694709,15.2335554819009,0.0711743772241993,1.36494007437611,360,5107,82449,19779,15,137,144,9,,,1961,,,10224,,
2020-08-06,1.79553732779654,16.1513831596054,0.0723606168446026,1.36381167540925,366,5019,82659,19786,21,141,211,7,,,2165,,,10840,,
2020-08-07,1.89983042535661,17.1437098371236,0.0709766706207987,1.36239338232863,359,4970,82825,19798,20,136,168,12,,,2303,,,11506,,
2020-08-08,1.9273759098573,17.4580956163373,0.0723606168446026,1.36136360755914,366,4981,82881,19800,12,73,59,2,,,1005,,,11717,,
2020-08-09,1.95673106943207,17.7426817956256,0.0727560300514037,1.36155942156934,368,4992,82886,19800,4,14,5,0,,,441,,,11908,,
2020-08-10,2.08296502910422,18.9599954525811,0.0735468564650059,1.36386545789284,372,5004,83036,19814,28,180,151,14,,,2838,,,12725,,
2020-08-11,2.19740049406677,19.9731818500471,0.0725583234480032,1.36907152928406,367,4971,83226,19829,21,191,194,15,,,2692,,,13405,,
2020-08-12,2.33383854252304,21.3603532265778,0.0701858442071965,1.37763164259553,355,4850,83461,19846,17,143,241,18,,,2892,,,14336,,
2020-08-13,2.51194279604469,23.4180156014315,0.0693950177935943,1.3896506632037,351,4824,83651,19863,25,201,203,17,,,3546,,,15717,,
2020-08-14,2.67294625357825,25.7662240755587,0.0680110715697904,1.40494875869338,344,4788,83836,19881,20,173,191,19,,,3879,,,17293,,
2020-08-15,2.72919266583469,25.4160787764344,0.0697904310003954,1.42302233761445,353,4817,83880,19884,15,87,49,4,,,770,,,17058,,
2020-08-16,2.74813572671723,25.7855938155102,0.0697904310003954,1.44274608032292,353,4820,83909,19885,2,33,29,1,,,689,,,17306,,
2020-08-17,2.92732096128251,29.0352401873829,0.0713720838275998,1.46250734193994,361,4885,84053,19904,34,234,148,19,,,5019,,,19487,,
2020-08-18,3.06151173337807,32.0852292397548,0.0705812574139976,1.48048788420546,357,4783,84297,19920,28,185,255,17,,,4739,,,21534,,
2020-08-19,3.18785161624742,35.0041000524547,0.0715697904310004,1.49490906380608,362,4781,84440,19937,31,162,161,17,,,4851,,,23493,,
2020-08-20,3.25788070197315,37.3716782665334,0.0727560300514037,1.50426720360352,368,4723,84615,19949,28,149,187,12,,,5135,,,25082,,
2020-08-21,3.2802527142366,39.2371332218679,0.0725583234480032,1.50762035827777,367,4720,84802,19972,37,210,189,23,,,5131,,,26334,,
2020-08-22,3.29149800926052,41.4244238563975,0.0727560300514037,1.50464708448336,368,4685,84923,19980,10,114,139,12,,,2238,,,27802,,
2020-08-23,3.32354418412267,41.9027074352013,0.0733491498616054,1.49574303415296,371,4683,84946,19981,6,29,24,1,,,1010,,,28123,,
2020-08-24,3.42978523508298,44.820088267905,0.0765124555160142,1.48181585701375,387,4664,85172,19996,43,233,232,15,,,6977,,,30081,,
2020-08-25,3.53819698264094,47.8864671002359,0.079280347963622,1.46408367413022,401,4578,85494,20016,49,265,334,22,,,6797,,,32139,,
2020-08-26,3.59667588619739,50.6086605534277,0.0737445630684065,1.44408482267162,373,4535,85731,20034,21,215,242,19,,,6678,,,33966,,
2020-08-27,3.6736038602289,53.9953850849575,0.0741399762752076,1.42348076821859,375,4517,85954,20046,32,225,225,15,,,7408,,,36239,,
2020-08-28,3.78121966890405,57.6979853756973,0.0753262158956109,1.40377762984577,381,4517,86147,20065,32,241,204,19,,,7616,,,38724,,
2020-08-29,3.7992553044174,58.8661296927758,0.0778964017398181,1.3862547990256,394,4512,86268,20071,28,135,127,6,,,3022,,,39508,,
2020-08-30,3.81339535097567,59.319083611643,0.0782918149466192,1.37187480188058,396,4517,86280,20075,5,23,13,4,,,1314,,,39812,,
2020-08-31,3.94167395416281,63.0619133622822,0.0796757611704231,1.36094516108823,403,4564,86439,20104,45,254,163,29,,,9489,,,42324,,
2020-09-01,4.06861630746442,66.1342521145982,0.0826413602214314,1.35315767988143,418,4586,86682,20123,54,300,252,19,,,8859,,,44386,,
2020-09-02,4.23526408042647,69.6997742456809,0.0869909054962436,1.34763902513679,440,4614,86933,20148,57,317,258,26,,,9071,,,46779,,
2020-09-03,4.41267349072501,73.1982472769312,0.0905496243574535,1.34312535567977,458,4625,87176,20168,55,307,252,21,,,9756,,,49127,,
2020-09-04,4.56462736688641,76.8799878477232,0.0923289837880585,1.33822211205988,467,4653,87417,20186,46,292,247,19,,,10087,,,51598,,
2020-09-05,4.61994141127372,78.4131772638886,0.0941083432186635,1.331811308828,476,4667,87549,20198,23,168,137,12,,,4051,,,52627,,
2020-09-06,4.63156250630683,78.6456141433073,0.0948991696322657,1.32319499304235,480,4697,87578,20201,8,66,29,3,,,1470,,,52783,,
2020-09-07,4.78537848392815,82.7788186529702,0.104982206405694,1.31230063289303,531,4889,87806,20226,83,448,236,25,,,12263,,,55557,,
2020-09-08,4.84500966743846,86.9567225625212,0.112297350731514,1.29957966572118,568,4942,88196,20265,86,490,402,39,,,11663,,,58361,,
2020-09-09,4.86405861614672,90.327057314092,0.117240015816528,1.28582399166464,593,4985,88494,20295,71,386,304,30,,,11333,,,60623,,
2020-09-10,4.8587472895418,93.7495413655324,0.120205614867537,1.2719734889203,608,5077,88712,20314,54,352,229,19,,,12053,,,62920,,
2020-09-11,4.78877783769331,95.5345374010681,0.124159746935548,1.25879199488962,628,5136,89029,20354,64,447,332,40,,,11285,,,64118,,
2020-09-12,4.78691932754916,96.1975784994099,0.129497825227363,1.24661417797821,655,5176,89201,20371,51,243,180,17,,,4496,,,64563,,
2020-09-13,4.79258280344711,96.3435965390447,0.130881771451166,1.23538361734982,662,5228,89240,20377,18,98,40,6,,,1568,,,64661,,
2020-09-14,4.87211195973073,100.028317069829,0.13938315539739,1.22476095568877,705,5479,89477,20411,104,545,247,34,,,14736,,,67134,,
2020-09-15,4.92196895878243,102.808619742876,0.148675365757216,1.21422410315407,752,5660,89861,20447,117,642,397,37,,,13529,,,69000,,
2020-09-16,5.0361189656259,105.962907394987,0.157374456306841,1.20317156869,796,5800,90305,20493,100,649,450,46,,,13450,,,71117,,
2020-09-17,5.17776794643276,108.46458380873,0.156781336496639,1.19100804687393,793,5825,90810,20543,81,599,514,50,,,13732,,,72796,,
2020-09-18,5.3772663190428,111.444543801277,0.162119414788454,1.17730128405157,820,5800,91544,20665,100,850,754,123,,,13285,,,74796,,
2020-09-19,5.45533235743362,112.497959658643,0.163503361012258,1.16179125516672,827,5493,92289,20690,73,470,753,26,,,5203,,,75503,,
2020-09-20,5.46996646088692,112.851084917759,0.164887307236062,1.14438403424234,834,5356,92552,20701,24,139,266,12,,,1805,,,75740,,
2020-09-21,5.675872819571,114.199516814387,0.180308422301305,1.12525166941972,912,5597,92978,20754,143,754,440,53,,,15641,,,76645,,
2020-09-22,5.93285674504879,115.233562931801,0.186635033610123,1.10479546720448,944,5777,93508,20821,130,783,538,68,,,14223,,,77339,,
2020-09-23,6.10596690251753,114.552642073504,0.196718070383551,1.08355228728816,995,5913,93952,20864,124,649,459,43,,,12993,,,76882,,
2020-09-24,6.22361268444975,113.047762277268,0.205812574139976,1.06214628027209,1041,6012,94383,20916,124,613,456,53,,,12722,,,75872,,
2020-09-25,6.31627524776365,111.550332381013,0.215895610913405,1.04134569678759,1092,6110,94860,20971,129,661,496,56,,,12280,,,74867,,
2020-09-26,6.33119105292558,110.951360422511,0.218465796757612,1.02235300634135,1105,6154,95272,21010,89,503,422,41,,,4801,,,74465,,
2020-09-27,6.32929028728706,110.328548784068,0.219849742981416,1.00682202870901,1112,6235,95395,21037,47,241,126,27,,,1387,,,74047,,
2020-09-28,6.31104531363609,107.470767151216,0.228944246737841,0.996696004002901,1158,6397,95743,21118,137,619,356,81,,,13723,,,72129,,
2020-09-29,6.31575938041341,105.332645856563,0.236852510873863,0.994163231785899,1198,6482,96296,21177,165,698,565,59,,,12788,,,70694,,
2020-09-30,6.43565253474091,105.8377490753,0.243574535389482,1.00145957908633,1232,6572,96766,21240,135,650,482,64,,,13332,,,71033,,
