dep;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
01;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-28;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-29;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-30;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-31;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-01;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-02;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-03;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-04;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-05;10;2;0;10;2;0;0.0;0.0;0.0
01;2021-01-06;21;0;0;31;2;0;0.0;0.0;0.0
01;2021-01-07;112;0;0;143;2;0;0.0;0.0;0.0
01;2021-01-08;234;1;0;377;3;0;0.1;0.0;0.0
01;2021-01-09;30;1;0;407;4;0;0.1;0.0;0.0
01;2021-01-10;0;0;0;407;4;0;0.1;0.0;0.0
01;2021-01-11;224;0;0;631;4;0;0.1;0.0;0.0
01;2021-01-12;408;1;0;1039;5;0;0.2;0.0;0.0
01;2021-01-13;534;1;0;1573;6;0;0.2;0.0;0.0
01;2021-01-14;637;6;0;2210;12;0;0.3;0.0;0.0
01;2021-01-15;536;5;0;2746;17;0;0.4;0.0;0.0
01;2021-01-16;222;0;0;2968;17;0;0.5;0.0;0.0
01;2021-01-17;127;0;0;3095;17;0;0.5;0.0;0.0
01;2021-01-18;529;5;0;3624;22;0;0.6;0.0;0.0
01;2021-01-19;1103;3;0;4727;25;0;0.7;0.0;0.0
01;2021-01-20;1348;5;0;6075;30;0;0.9;0.0;0.0
01;2021-01-21;1224;9;0;7299;39;0;1.1;0.0;0.0
01;2021-01-22;827;3;0;8126;42;0;1.2;0.0;0.0
01;2021-01-23;283;2;0;8409;44;0;1.3;0.0;0.0
01;2021-01-24;72;1;0;8481;45;0;1.3;0.0;0.0
01;2021-01-25;634;2;0;9115;47;0;1.4;0.0;0.0
01;2021-01-26;813;5;0;9928;52;0;1.5;0.0;0.0
01;2021-01-27;663;15;0;10591;67;0;1.6;0.0;0.0
01;2021-01-28;753;81;0;11344;148;0;1.7;0.0;0.0
01;2021-01-29;689;141;0;12033;289;0;1.8;0.0;0.0
01;2021-01-30;229;14;0;12262;303;0;1.9;0.0;0.0
01;2021-01-31;57;0;0;12319;303;0;1.9;0.0;0.0
01;2021-02-01;522;130;0;12841;433;0;2.0;0.1;0.0
01;2021-02-02;528;230;0;13369;663;0;2.0;0.1;0.0
01;2021-02-03;450;325;0;13819;988;0;2.1;0.2;0.0
01;2021-02-04;547;484;0;14366;1472;0;2.2;0.2;0.0
01;2021-02-05;472;337;0;14838;1809;0;2.3;0.3;0.0
01;2021-02-06;263;139;0;15101;1948;0;2.3;0.3;0.0
01;2021-02-07;6;103;0;15107;2051;0;2.3;0.3;0.0
01;2021-02-08;553;468;0;15660;2519;0;2.4;0.4;0.0
01;2021-02-09;810;907;0;16470;3426;0;2.5;0.5;0.0
01;2021-02-10;889;756;0;17359;4182;0;2.6;0.6;0.0
01;2021-02-11;852;877;0;18211;5059;0;2.8;0.8;0.0
01;2021-02-12;700;608;0;18911;5667;0;2.9;0.9;0.0
01;2021-02-13;201;175;0;19112;5842;0;2.9;0.9;0.0
01;2021-02-14;6;12;0;19118;5854;0;2.9;0.9;0.0
01;2021-02-15;447;534;0;19565;6388;0;3.0;1.0;0.0
01;2021-02-16;656;498;0;20221;6886;0;3.1;1.0;0.0
01;2021-02-17;534;388;0;20755;7274;0;3.2;1.1;0.0
01;2021-02-18;610;636;0;21365;7910;0;3.3;1.2;0.0
01;2021-02-19;601;330;0;21966;8240;0;3.3;1.3;0.0
01;2021-02-20;170;137;0;22136;8377;0;3.4;1.3;0.0
01;2021-02-21;2;0;0;22138;8377;0;3.4;1.3;0.0
01;2021-02-22;461;638;0;22599;9015;0;3.4;1.4;0.0
01;2021-02-23;484;667;0;23083;9682;0;3.5;1.5;0.0
01;2021-02-24;447;534;0;23530;10216;0;3.6;1.6;0.0
01;2021-02-25;839;687;0;24369;10903;0;3.7;1.7;0.0
01;2021-02-26;968;581;0;25337;11484;0;3.9;1.7;0.0
01;2021-02-27;449;111;0;25786;11595;0;3.9;1.8;0.0
01;2021-02-28;29;8;0;25815;11603;0;3.9;1.8;0.0
01;2021-03-01;651;503;0;26466;12106;0;4.0;1.8;0.0
01;2021-03-02;1065;589;0;27531;12695;0;4.2;1.9;0.0
01;2021-03-03;1072;669;0;28603;13364;0;4.4;2.0;0.0
01;2021-03-04;1380;662;0;29983;14026;0;4.6;2.1;0.0
01;2021-03-05;1519;548;0;31502;14574;0;4.8;2.2;0.0
01;2021-03-06;873;117;0;32375;14691;0;4.9;2.2;0.0
01;2021-03-07;97;3;0;32472;14694;0;4.9;2.2;0.0
01;2021-03-08;846;729;0;33318;15423;0;5.1;2.3;0.0
01;2021-03-09;1518;654;0;34836;16077;0;5.3;2.4;0.0
01;2021-03-10;1316;632;0;36152;16709;0;5.5;2.5;0.0
01;2021-03-11;1915;717;0;38067;17426;0;5.8;2.7;0.0
01;2021-03-12;2332;748;0;40399;18174;0;6.1;2.8;0.0
01;2021-03-13;1682;97;0;42081;18271;0;6.4;2.8;0.0
01;2021-03-14;280;59;0;42361;18330;0;6.4;2.8;0.0
01;2021-03-15;1277;473;0;43638;18803;0;6.6;2.9;0.0
01;2021-03-16;1224;557;0;44862;19360;0;6.8;2.9;0.0
01;2021-03-17;1111;361;0;45973;19721;0;7.0;3.0;0.0
01;2021-03-18;1492;549;0;47465;20270;0;7.2;3.1;0.0
01;2021-03-19;1891;582;0;49356;20852;0;7.5;3.2;0.0
01;2021-03-20;1448;108;0;50804;20960;0;7.7;3.2;0.0
01;2021-03-21;148;12;0;50952;20972;0;7.8;3.2;0.0
01;2021-03-22;1640;533;0;52592;21505;0;8.0;3.3;0.0
01;2021-03-23;2325;656;0;54917;22161;0;8.4;3.4;0.0
01;2021-03-24;1732;485;0;56649;22646;0;8.6;3.4;0.0
01;2021-03-25;3017;661;0;59666;23307;0;9.1;3.5;0.0
01;2021-03-26;3034;590;0;62700;23897;0;9.5;3.6;0.0
01;2021-03-27;1346;144;0;64046;24041;0;9.7;3.7;0.0
01;2021-03-28;79;9;0;64125;24050;0;9.8;3.7;0.0
01;2021-03-29;1931;647;0;66056;24697;0;10.1;3.8;0.0
01;2021-03-30;2538;828;0;68594;25525;0;10.4;3.9;0.0
01;2021-03-31;1970;806;0;70564;26331;0;10.7;4.0;0.0
01;2021-04-01;2717;944;0;73281;27275;0;11.2;4.2;0.0
01;2021-04-02;2920;833;0;76201;28108;0;11.6;4.3;0.0
01;2021-04-03;1356;215;0;77557;28323;0;11.8;4.3;0.0
01;2021-04-04;247;34;0;77804;28357;0;11.8;4.3;0.0
01;2021-04-05;1315;85;0;79119;28442;0;12.0;4.3;0.0
01;2021-04-06;2781;961;0;81900;29403;0;12.5;4.5;0.0
01;2021-04-07;2736;909;0;84636;30312;0;12.9;4.6;0.0
01;2021-04-08;3374;1200;0;88010;31512;0;13.4;4.8;0.0
01;2021-04-09;4032;1503;0;92042;33015;0;14.0;5.0;0.0
01;2021-04-10;1749;359;0;93791;33374;0;14.3;5.1;0.0
01;2021-04-11;156;109;0;93947;33483;0;14.3;5.1;0.0
01;2021-04-12;2728;1340;0;96675;34823;0;14.7;5.3;0.0
01;2021-04-13;2883;1547;0;99558;36370;0;15.2;5.5;0.0
01;2021-04-14;3033;1290;0;102591;37660;0;15.6;5.7;0.0
01;2021-04-15;3139;1551;0;105730;39211;0;16.1;6.0;0.0
01;2021-04-16;2977;1604;0;108707;40815;0;16.5;6.2;0.0
01;2021-04-17;1747;721;0;110454;41536;0;16.8;6.3;0.0
01;2021-04-18;166;61;0;110620;41597;0;16.8;6.3;0.0
01;2021-04-19;2234;1664;0;112854;43261;0;17.2;6.6;0.0
01;2021-04-20;2630;1666;0;115484;44927;0;17.6;6.8;0.0
01;2021-04-21;2721;1517;0;118205;46444;0;18.0;7.1;0.0
01;2021-04-22;2924;1770;0;121129;48214;0;18.4;7.3;0.0
01;2021-04-23;2853;1603;0;123982;49817;0;18.9;7.6;0.0
01;2021-04-24;1335;591;0;125317;50408;0;19.1;7.7;0.0
01;2021-04-25;142;30;0;125459;50438;0;19.1;7.7;0.0
01;2021-04-26;2111;1808;0;127570;52246;0;19.4;8.0;0.0
01;2021-04-27;2651;1656;0;130221;53902;0;19.8;8.2;0.0
01;2021-04-28;2642;1597;0;132863;55499;0;20.2;8.4;0.0
01;2021-04-29;2955;1882;0;135818;57381;0;20.7;8.7;0.0
01;2021-04-30;3276;2397;0;139094;59778;0;21.2;9.1;0.0
01;2021-05-01;1368;793;0;140462;60571;0;21.4;9.2;0.0
01;2021-05-02;673;298;0;141135;60869;0;21.5;9.3;0.0
01;2021-05-03;2567;2654;0;143702;63523;0;21.9;9.7;0.0
01;2021-05-04;2705;2814;0;146407;66337;0;22.3;10.1;0.0
01;2021-05-05;3071;2593;0;149478;68930;0;22.8;10.5;0.0
01;2021-05-06;3485;2735;0;152963;71665;0;23.3;10.9;0.0
01;2021-05-07;3623;2891;0;156586;74556;0;23.8;11.3;0.0
01;2021-05-08;1564;940;0;158150;75496;0;24.1;11.5;0.0
01;2021-05-09;1164;253;0;159314;75749;0;24.3;11.5;0.0
01;2021-05-10;2859;3076;0;162173;78825;0;24.7;12.0;0.0
01;2021-05-11;3979;3135;0;166152;81960;0;25.3;12.5;0.0
01;2021-05-12;4060;3124;0;170212;85084;0;25.9;13.0;0.0
01;2021-05-13;3535;1411;0;173747;86495;0;26.4;13.2;0.0
01;2021-05-14;4448;2405;0;178195;88900;0;27.1;13.5;0.0
01;2021-05-15;3038;1444;0;181233;90344;0;27.6;13.8;0.0
01;2021-05-16;1561;223;0;182794;90567;0;27.8;13.8;0.0
01;2021-05-17;3657;2591;0;186451;93158;0;28.4;14.2;0.0
01;2021-05-18;4285;2230;0;190736;95388;0;29.0;14.5;0.0
01;2021-05-19;4434;2069;0;195170;97457;0;29.7;14.8;0.0
01;2021-05-20;4558;2209;0;199728;99666;0;30.4;15.2;0.0
01;2021-05-21;4487;2383;0;204215;102049;0;31.1;15.5;0.0
01;2021-05-22;3197;1027;0;207412;103076;0;31.6;15.7;0.0
01;2021-05-23;1012;136;0;208424;103212;0;31.7;15.7;0.0
01;2021-05-24;2519;469;0;210943;103681;0;32.1;15.8;0.0
01;2021-05-25;3508;2565;0;214451;106246;0;32.6;16.2;0.0
01;2021-05-26;3617;2386;0;218068;108632;0;33.2;16.5;0.0
01;2021-05-27;3952;2335;0;222020;110967;0;33.8;16.9;0.0
01;2021-05-28;3726;2856;0;225746;113823;0;34.4;17.3;0.0
01;2021-05-29;2823;1522;0;228569;115345;0;34.8;17.6;0.0
01;2021-05-30;720;278;0;229289;115623;0;34.9;17.6;0.0
01;2021-05-31;2918;2564;0;232207;118187;0;35.3;18.0;0.0
01;2021-06-01;3306;2778;0;235513;120965;0;35.8;18.4;0.0
01;2021-06-02;3488;2371;0;239001;123336;0;36.4;18.8;0.0
01;2021-06-03;4081;2625;0;243082;125961;0;37.0;19.2;0.0
01;2021-06-04;4834;3577;0;247916;129538;0;37.7;19.7;0.0
01;2021-06-05;3432;1684;0;251348;131222;0;38.3;20.0;0.0
01;2021-06-06;1098;202;0;252446;131424;0;38.4;20.0;0.0
01;2021-06-07;3967;3068;0;256413;134492;0;39.0;20.5;0.0
01;2021-06-08;4461;3058;0;260874;137550;0;39.7;20.9;0.0
01;2021-06-09;3685;2679;0;264559;140229;0;40.3;21.3;0.0
01;2021-06-10;3648;2482;0;268207;142711;0;40.8;21.7;0.0
01;2021-06-11;4032;3714;0;272239;146425;0;41.4;22.3;0.0
01;2021-06-12;2813;2150;0;275052;148575;0;41.9;22.6;0.0
01;2021-06-13;542;614;0;275594;149189;0;42.0;22.7;0.0
01;2021-06-14;2667;3366;0;278261;152555;0;42.4;23.2;0.0
01;2021-06-15;2731;3647;0;280992;156202;0;42.8;23.8;0.0
01;2021-06-16;2942;3621;0;283934;159823;0;43.2;24.3;0.0
01;2021-06-17;2697;3677;0;286631;163500;0;43.6;24.9;0.0
01;2021-06-18;3286;4650;0;289917;168150;0;44.1;25.6;0.0
01;2021-06-19;2187;2645;0;292104;170795;0;44.5;26.0;0.0
01;2021-06-20;532;823;0;292636;171618;0;44.5;26.1;0.0
01;2021-06-21;2041;4052;0;294677;175670;0;44.9;26.7;0.0
01;2021-06-22;1874;4427;0;296551;180097;0;45.1;27.4;0.0
01;2021-06-23;1953;4000;0;298504;184097;0;45.4;28.0;0.0
01;2021-06-24;1893;4014;0;300397;188111;0;45.7;28.6;0.0
01;2021-06-25;2254;5053;0;302651;193164;0;46.1;29.4;0.0
01;2021-06-26;1344;3036;0;303995;196200;0;46.3;29.9;0.0
01;2021-06-27;356;853;0;304351;197053;0;46.3;30.0;0.0
01;2021-06-28;1542;4542;0;305893;201595;0;46.6;30.7;0.0
01;2021-06-29;1659;4433;0;307552;206028;0;46.8;31.4;0.0
01;2021-06-30;1714;4705;0;309266;210733;0;47.1;32.1;0.0
01;2021-07-01;1919;4458;0;311185;215191;0;47.4;32.8;0.0
01;2021-07-02;2088;5229;0;313273;220420;0;47.7;33.6;0.0
01;2021-07-03;1154;3447;0;314427;223867;0;47.9;34.1;0.0
01;2021-07-04;352;891;0;314779;224758;0;47.9;34.2;0.0
01;2021-07-05;1932;4476;0;316711;229234;0;48.2;34.9;0.0
01;2021-07-06;1553;4785;0;318264;234019;0;48.4;35.6;0.0
01;2021-07-07;2129;4061;0;320393;238080;0;48.8;36.2;0.0
01;2021-07-08;1920;4008;0;322313;242088;0;49.1;36.9;0.0
01;2021-07-09;2296;5028;0;324609;247116;0;49.4;37.6;0.0
01;2021-07-10;1306;3508;0;325915;250624;0;49.6;38.1;0.0
01;2021-07-11;405;752;0;326320;251376;0;49.7;38.3;0.0
01;2021-07-12;1792;4786;0;328112;256162;0;49.9;39.0;0.0
01;2021-07-13;2504;5173;0;330616;261335;0;50.3;39.8;0.0
01;2021-07-14;672;749;0;331288;262084;0;50.4;39.9;0.0
01;2021-07-15;3379;5249;0;334667;267333;0;50.9;40.7;0.0
01;2021-07-16;4201;5761;0;338868;273094;0;51.6;41.6;0.0
01;2021-07-17;2418;3533;0;341286;276627;0;51.9;42.1;0.0
01;2021-07-18;607;1118;0;341893;277745;0;52.0;42.3;0.0
01;2021-07-19;3129;4784;0;345022;282529;0;52.5;43.0;0.0
01;2021-07-20;3767;4767;0;348789;287296;0;53.1;43.7;0.0
01;2021-07-21;4282;4582;0;353071;291878;0;53.7;44.4;0.0
01;2021-07-22;4541;4333;0;357612;296211;0;54.4;45.1;0.0
01;2021-07-23;4466;5207;0;362078;301418;0;55.1;45.9;0.0
01;2021-07-24;2652;3187;0;364730;304605;0;55.5;46.4;0.0
01;2021-07-25;451;531;0;365181;305136;0;55.6;46.4;0.0
01;2021-07-26;3864;4022;0;369045;309158;0;56.2;47.1;0.0
01;2021-07-27;4621;3536;0;373666;312694;0;56.9;47.6;0.0
01;2021-07-28;4577;3397;0;378243;316091;0;57.6;48.1;0.0
01;2021-07-29;5175;3070;0;383418;319161;0;58.4;48.6;0.0
01;2021-07-30;5082;4064;0;388500;323225;0;59.1;49.2;0.0
01;2021-07-31;3601;2125;0;392101;325350;0;59.7;49.5;0.0
01;2021-08-01;820;408;0;392921;325758;0;59.8;49.6;0.0
01;2021-08-02;3672;3031;1;396593;328789;1;60.4;50.0;0.0
01;2021-08-03;3750;2883;0;400343;331672;1;60.9;50.5;0.0
01;2021-08-04;3436;2253;0;403779;333925;1;61.5;50.8;0.0
01;2021-08-05;2932;2793;0;406711;336718;1;61.9;51.3;0.0
01;2021-08-06;3289;3596;0;410000;340314;1;62.4;51.8;0.0
01;2021-08-07;1989;1882;0;411989;342196;1;62.7;52.1;0.0
01;2021-08-08;512;328;0;412501;342524;1;62.8;52.1;0.0
01;2021-08-09;1771;3162;0;414272;345686;1;63.1;52.6;0.0
01;2021-08-10;2057;2999;0;416329;348685;1;63.4;53.1;0.0
01;2021-08-11;1971;3034;0;418300;351719;1;63.7;53.5;0.0
01;2021-08-12;1962;3322;0;420262;355041;1;64.0;54.0;0.0
01;2021-08-13;2147;3392;0;422409;358433;1;64.3;54.6;0.0
01;2021-08-14;1453;2212;0;423862;360645;1;64.5;54.9;0.0
01;2021-08-15;98;259;0;423960;360904;1;64.5;54.9;0.0
01;2021-08-16;1300;3514;0;425260;364418;1;64.7;55.5;0.0
01;2021-08-17;1636;3173;0;426896;367591;1;65.0;56.0;0.0
01;2021-08-18;1385;3243;0;428281;370834;1;65.2;56.4;0.0
01;2021-08-19;1369;2837;0;429650;373671;1;65.4;56.9;0.0
01;2021-08-20;1605;4279;0;431255;377950;1;65.6;57.5;0.0
01;2021-08-21;848;2608;0;432103;380558;1;65.8;57.9;0.0
01;2021-08-22;90;126;0;432193;380684;1;65.8;57.9;0.0
01;2021-08-23;1183;3785;0;433376;384469;1;66.0;58.5;0.0
01;2021-08-24;1372;3855;0;434748;388324;1;66.2;59.1;0.0
01;2021-08-25;1225;3719;0;435973;392043;1;66.4;59.7;0.0
01;2021-08-26;1665;3304;0;437638;395347;1;66.6;60.2;0.0
01;2021-08-27;1636;4352;0;439274;399699;1;66.9;60.8;0.0
01;2021-08-28;927;2718;0;440201;402417;1;67.0;61.3;0.0
01;2021-08-29;76;484;0;440277;402901;1;67.0;61.3;0.0
01;2021-08-30;1245;3500;26;441522;406401;27;67.2;61.9;0.0
01;2021-08-31;1209;2696;71;442731;409097;98;67.4;62.3;0.0
01;2021-09-01;1214;2279;205;443945;411376;303;67.6;62.6;0.0
01;2021-09-02;982;1903;301;444927;413279;604;67.7;62.9;0.1
01;2021-09-03;1236;2717;255;446163;415996;859;67.9;63.3;0.1
01;2021-09-04;778;2184;88;446941;418180;947;68.0;63.7;0.1
01;2021-09-05;185;246;32;447126;418426;979;68.1;63.7;0.1
01;2021-09-06;676;1321;381;447802;419747;1360;68.2;63.9;0.2
01;2021-09-07;612;1268;254;448414;421015;1614;68.3;64.1;0.2
01;2021-09-08;865;1629;248;449279;422644;1862;68.4;64.3;0.3
01;2021-09-09;765;1219;225;450044;423863;2087;68.5;64.5;0.3
01;2021-09-10;1054;1796;362;451098;425659;2449;68.7;64.8;0.4
01;2021-09-11;690;1468;68;451788;427127;2517;68.8;65.0;0.4
01;2021-09-12;43;96;5;451831;427223;2522;68.8;65.0;0.4
01;2021-09-13;616;1176;356;452447;428399;2878;68.9;65.2;0.4
01;2021-09-14;617;1051;512;453064;429450;3390;69.0;65.4;0.5
01;2021-09-15;771;1531;458;453835;430981;3848;69.1;65.6;0.6
01;2021-09-16;567;990;479;454402;431971;4327;69.2;65.8;0.7
01;2021-09-17;729;1572;507;455131;433543;4834;69.3;66.0;0.7
01;2021-09-18;364;1220;56;455495;434763;4890;69.3;66.2;0.7
01;2021-09-19;47;104;16;455542;434867;4906;69.3;66.2;0.7
01;2021-09-20;365;717;503;455907;435584;5409;69.4;66.3;0.8
01;2021-09-21;409;808;690;456316;436392;6099;69.5;66.4;0.9
01;2021-09-22;369;1109;480;456685;437501;6579;69.5;66.6;1.0
01;2021-09-23;343;778;474;457028;438279;7053;69.6;66.7;1.1
01;2021-09-24;408;1077;410;457436;439356;7463;69.6;66.9;1.1
01;2021-09-25;277;969;82;457713;440325;7545;69.7;67.0;1.1
01;2021-09-26;19;115;2;457732;440440;7547;69.7;67.0;1.1
01;2021-09-27;195;604;200;457927;441044;7747;69.7;67.1;1.2
01;2021-09-28;320;1144;546;458247;442188;8293;69.8;67.3;1.3
01;2021-09-29;450;1333;457;458697;443521;8750;69.8;67.5;1.3
01;2021-09-30;374;809;446;459071;444330;9196;69.9;67.6;1.4
01;2021-10-01;546;1203;520;459617;445533;9716;70.0;67.8;1.5
01;2021-10-02;417;1243;179;460034;446776;9895;70.0;68.0;1.5
01;2021-10-03;27;62;13;460061;446838;9908;70.0;68.0;1.5
01;2021-10-04;226;566;380;460287;447404;10288;70.1;68.1;1.6
01;2021-10-05;244;547;536;460531;447951;10824;70.1;68.2;1.6
01;2021-10-06;402;804;497;460933;448755;11321;70.2;68.3;1.7
01;2021-10-07;235;516;504;461168;449271;11825;70.2;68.4;1.8
01;2021-10-08;389;778;584;461557;450049;12409;70.3;68.5;1.9
01;2021-10-09;343;678;269;461900;450727;12678;70.3;68.6;1.9
01;2021-10-10;12;28;2;461912;450755;12680;70.3;68.6;1.9
01;2021-10-11;205;478;536;462117;451233;13216;70.3;68.7;2.0
01;2021-10-12;203;391;537;462320;451624;13753;70.4;68.7;2.1
01;2021-10-13;368;591;817;462688;452215;14570;70.4;68.8;2.2
01;2021-10-14;189;579;508;462877;452794;15078;70.5;68.9;2.3
01;2021-10-15;382;564;763;463259;453358;15841;70.5;69.0;2.4
01;2021-10-16;294;447;318;463553;453805;16159;70.6;69.1;2.5
01;2021-10-17;10;30;1;463563;453835;16160;70.6;69.1;2.5
01;2021-10-18;171;265;662;463734;454100;16822;70.6;69.1;2.6
01;2021-10-19;129;301;623;463863;454401;17445;70.6;69.2;2.7
01;2021-10-20;232;475;932;464095;454876;18377;70.6;69.2;2.8
01;2021-10-21;103;377;622;464198;455253;18999;70.7;69.3;2.9
01;2021-10-22;162;543;766;464360;455796;19765;70.7;69.4;3.0
01;2021-10-23;113;467;374;464473;456263;20139;70.7;69.5;3.1
01;2021-10-24;5;7;8;464478;456270;20147;70.7;69.5;3.1
01;2021-10-25;146;242;781;464624;456512;20928;70.7;69.5;3.2
01;2021-10-26;95;186;641;464719;456698;21569;70.7;69.5;3.3
01;2021-10-27;190;394;906;464909;457092;22475;70.8;69.6;3.4
01;2021-10-28;95;173;596;465004;457265;23071;70.8;69.6;3.5
01;2021-10-29;144;315;892;465148;457580;23963;70.8;69.7;3.6
01;2021-10-30;100;346;469;465248;457926;24432;70.8;69.7;3.7
01;2021-10-31;3;11;12;465251;457937;24444;70.8;69.7;3.7
01;2021-11-01;6;11;8;465257;457948;24452;70.8;69.7;3.7
01;2021-11-02;64;185;631;465321;458133;25083;70.8;69.7;3.8
01;2021-11-03;163;391;1301;465484;458524;26384;70.9;69.8;4.0
01;2021-11-04;93;152;815;465577;458676;27199;70.9;69.8;4.1
01;2021-11-05;151;312;1126;465728;458988;28325;70.9;69.9;4.3
01;2021-11-06;89;297;684;465817;459285;29009;70.9;69.9;4.4
01;2021-11-07;1;14;8;465818;459299;29017;70.9;69.9;4.4
01;2021-11-08;99;229;1377;465917;459528;30394;70.9;69.9;4.6
01;2021-11-09;81;192;1294;465998;459720;31688;70.9;70.0;4.8
01;2021-11-10;188;303;1957;466186;460023;33645;71.0;70.0;5.1
01;2021-11-11;9;11;47;466195;460034;33692;71.0;70.0;5.1
01;2021-11-12;101;203;1528;466296;460237;35220;71.0;70.1;5.4
01;2021-11-13;139;164;1116;466435;460401;36336;71.0;70.1;5.5
01;2021-11-14;4;11;18;466439;460412;36354;71.0;70.1;5.5
01;2021-11-15;82;118;1674;466521;460530;38028;71.0;70.1;5.8
01;2021-11-16;91;159;1715;466612;460689;39743;71.0;70.1;6.0
01;2021-11-17;155;279;2384;466767;460968;42127;71.1;70.2;6.4
01;2021-11-18;94;141;1700;466861;461109;43827;71.1;70.2;6.7
01;2021-11-19;149;240;2244;467010;461349;46071;71.1;70.2;7.0
01;2021-11-20;158;152;1293;467168;461501;47364;71.1;70.2;7.2
01;2021-11-21;4;20;12;467172;461521;47376;71.1;70.3;7.2
01;2021-11-22;77;130;2137;467249;461651;49513;71.1;70.3;7.5
01;2021-11-23;108;112;2249;467357;461763;51762;71.1;70.3;7.9
01;2021-11-24;230;250;2819;467587;462013;54581;71.2;70.3;8.3
01;2021-11-25;98;120;2313;467685;462133;56894;71.2;70.3;8.7
01;2021-11-26;159;183;3628;467844;462316;60522;71.2;70.4;9.2
01;2021-11-27;168;189;2272;468012;462505;62794;71.2;70.4;9.6
01;2021-11-28;4;7;498;468016;462512;63292;71.2;70.4;9.6
01;2021-11-29;91;141;3955;468107;462653;67247;71.3;70.4;10.2
01;2021-11-30;87;116;3832;468194;462769;71079;71.3;70.4;10.8
01;2021-12-01;87;172;3354;468281;462941;74433;71.3;70.5;11.3
01;2021-12-02;88;109;4329;468369;463050;78762;71.3;70.5;12.0
01;2021-12-03;118;184;5590;468487;463234;84352;71.3;70.5;12.8
01;2021-12-04;87;177;2997;468574;463411;87349;71.3;70.5;13.3
01;2021-12-05;14;18;1027;468588;463429;88376;71.3;70.5;13.5
01;2021-12-06;81;128;4741;468669;463557;93117;71.3;70.6;14.2
01;2021-12-07;124;147;6615;468793;463704;99732;71.4;70.6;15.2
01;2021-12-08;100;207;5190;468893;463911;104922;71.4;70.6;16.0
02;2020-12-27;1;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-28;0;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-29;0;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-30;0;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-31;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-01;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-02;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-03;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-04;1;0;0;2;0;0;0.0;0.0;0.0
02;2021-01-05;2;0;0;4;0;0;0.0;0.0;0.0
02;2021-01-06;25;0;0;29;0;0;0.0;0.0;0.0
02;2021-01-07;262;2;0;291;2;0;0.1;0.0;0.0
02;2021-01-08;503;2;0;794;4;0;0.2;0.0;0.0
02;2021-01-09;77;0;0;871;4;0;0.2;0.0;0.0
02;2021-01-10;52;0;0;923;4;0;0.2;0.0;0.0
02;2021-01-11;267;0;0;1190;4;0;0.2;0.0;0.0
02;2021-01-12;356;1;0;1546;5;0;0.3;0.0;0.0
02;2021-01-13;457;4;0;2003;9;0;0.4;0.0;0.0
02;2021-01-14;653;9;0;2656;18;0;0.5;0.0;0.0
02;2021-01-15;614;7;0;3270;25;0;0.6;0.0;0.0
02;2021-01-16;315;4;0;3585;29;0;0.7;0.0;0.0
02;2021-01-17;56;0;0;3641;29;0;0.7;0.0;0.0
02;2021-01-18;757;8;0;4398;37;0;0.8;0.0;0.0
02;2021-01-19;935;5;0;5333;42;0;1.0;0.0;0.0
02;2021-01-20;1320;7;0;6653;49;0;1.3;0.0;0.0
02;2021-01-21;2337;12;0;8990;61;0;1.7;0.0;0.0
02;2021-01-22;1375;6;0;10365;67;0;2.0;0.0;0.0
02;2021-01-23;296;3;0;10661;70;0;2.0;0.0;0.0
02;2021-01-24;61;1;0;10722;71;0;2.0;0.0;0.0
02;2021-01-25;430;13;0;11152;84;0;2.1;0.0;0.0
02;2021-01-26;648;18;0;11800;102;0;2.2;0.0;0.0
02;2021-01-27;188;4;0;11988;106;0;2.3;0.0;0.0
02;2021-01-28;112;229;0;12100;335;0;2.3;0.1;0.0
02;2021-01-29;142;416;0;12242;751;0;2.3;0.1;0.0
02;2021-01-30;13;16;0;12255;767;0;2.3;0.1;0.0
02;2021-01-31;1;10;0;12256;777;0;2.3;0.1;0.0
02;2021-02-01;18;208;0;12274;985;0;2.3;0.2;0.0
02;2021-02-02;71;307;0;12345;1292;0;2.3;0.2;0.0
02;2021-02-03;142;331;0;12487;1623;0;2.4;0.3;0.0
02;2021-02-04;255;363;0;12742;1986;0;2.4;0.4;0.0
02;2021-02-05;234;415;0;12976;2401;0;2.5;0.5;0.0
