dep;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel
01;2020-12-27;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
01;2020-12-28;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
01;2020-12-29;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
01;2020-12-30;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
01;2020-12-31;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0
01;2021-01-01;4;0;0;0;5;0;0;0;0.0;0.0;0.0;0.0
01;2021-01-02;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0.0
01;2021-01-03;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0.0
01;2021-01-04;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0.0
01;2021-01-05;14;2;0;0;19;2;0;0;0.0;0.0;0.0;0.0
01;2021-01-06;23;0;0;0;42;2;0;0;0.0;0.0;0.0;0.0
01;2021-01-07;113;0;0;0;155;2;0;0;0.0;0.0;0.0;0.0
01;2021-01-08;234;0;0;0;389;2;0;0;0.1;0.0;0.0;0.0
01;2021-01-09;30;1;0;0;419;3;0;0;0.1;0.0;0.0;0.0
01;2021-01-10;0;0;0;0;419;3;0;0;0.1;0.0;0.0;0.0
01;2021-01-11;224;0;0;0;643;3;0;0;0.1;0.0;0.0;0.0
01;2021-01-12;409;1;0;0;1052;4;0;0;0.2;0.0;0.0;0.0
01;2021-01-13;538;1;0;0;1590;5;0;0;0.2;0.0;0.0;0.0
01;2021-01-14;639;6;0;0;2229;11;0;0;0.3;0.0;0.0;0.0
01;2021-01-15;537;4;0;0;2766;15;0;0;0.4;0.0;0.0;0.0
01;2021-01-16;222;0;0;0;2988;15;0;0;0.5;0.0;0.0;0.0
01;2021-01-17;127;0;0;0;3115;15;0;0;0.5;0.0;0.0;0.0
01;2021-01-18;530;4;0;0;3645;19;0;0;0.6;0.0;0.0;0.0
01;2021-01-19;1105;3;0;0;4750;22;0;0;0.7;0.0;0.0;0.0
01;2021-01-20;1349;2;0;0;6099;24;0;0;0.9;0.0;0.0;0.0
01;2021-01-21;1227;7;0;0;7326;31;0;0;1.1;0.0;0.0;0.0
01;2021-01-22;830;3;0;0;8156;34;0;0;1.2;0.0;0.0;0.0
01;2021-01-23;284;2;0;0;8440;36;0;0;1.3;0.0;0.0;0.0
01;2021-01-24;73;2;0;0;8513;38;0;0;1.3;0.0;0.0;0.0
01;2021-01-25;636;2;0;0;9149;40;0;0;1.4;0.0;0.0;0.0
01;2021-01-26;814;5;0;0;9963;45;0;0;1.5;0.0;0.0;0.0
01;2021-01-27;666;16;0;0;10629;61;0;0;1.6;0.0;0.0;0.0
01;2021-01-28;756;98;0;0;11385;159;0;0;1.7;0.0;0.0;0.0
01;2021-01-29;689;126;0;0;12074;285;0;0;1.8;0.0;0.0;0.0
01;2021-01-30;229;12;0;0;12303;297;0;0;1.9;0.0;0.0;0.0
01;2021-01-31;58;0;0;0;12361;297;0;0;1.9;0.0;0.0;0.0
01;2021-02-01;522;132;0;0;12883;429;0;0;2.0;0.1;0.0;0.0
01;2021-02-02;531;233;0;0;13414;662;0;0;2.0;0.1;0.0;0.0
01;2021-02-03;450;333;0;0;13864;995;0;0;2.1;0.2;0.0;0.0
01;2021-02-04;551;500;0;0;14415;1495;0;0;2.2;0.2;0.0;0.0
01;2021-02-05;471;336;0;0;14886;1831;0;0;2.3;0.3;0.0;0.0
01;2021-02-06;265;139;0;0;15151;1970;0;0;2.3;0.3;0.0;0.0
01;2021-02-07;6;103;0;0;15157;2073;0;0;2.3;0.3;0.0;0.0
01;2021-02-08;557;451;0;0;15714;2524;0;0;2.4;0.4;0.0;0.0
01;2021-02-09;810;910;0;0;16524;3434;0;0;2.5;0.5;0.0;0.0
01;2021-02-10;892;814;0;0;17416;4248;0;0;2.7;0.6;0.0;0.0
01;2021-02-11;854;892;0;0;18270;5140;0;0;2.8;0.8;0.0;0.0
01;2021-02-12;702;603;0;0;18972;5743;0;0;2.9;0.9;0.0;0.0
01;2021-02-13;202;175;0;0;19174;5918;0;0;2.9;0.9;0.0;0.0
01;2021-02-14;6;12;0;0;19180;5930;0;0;2.9;0.9;0.0;0.0
01;2021-02-15;449;542;0;0;19629;6472;0;0;3.0;1.0;0.0;0.0
01;2021-02-16;658;531;0;0;20287;7003;0;0;3.1;1.1;0.0;0.0
01;2021-02-17;534;411;0;0;20821;7414;0;0;3.2;1.1;0.0;0.0
01;2021-02-18;611;701;0;0;21432;8115;0;0;3.3;1.2;0.0;0.0
01;2021-02-19;601;347;0;0;22033;8462;0;0;3.4;1.3;0.0;0.0
01;2021-02-20;170;139;0;0;22203;8601;0;0;3.4;1.3;0.0;0.0
01;2021-02-21;3;1;0;0;22206;8602;0;0;3.4;1.3;0.0;0.0
01;2021-02-22;462;657;0;0;22668;9259;0;0;3.5;1.4;0.0;0.0
01;2021-02-23;486;683;0;0;23154;9942;0;0;3.5;1.5;0.0;0.0
01;2021-02-24;448;546;0;0;23602;10488;0;0;3.6;1.6;0.0;0.0
01;2021-02-25;843;714;0;0;24445;11202;0;0;3.7;1.7;0.0;0.0
01;2021-02-26;973;600;0;0;25418;11802;0;0;3.9;1.8;0.0;0.0
01;2021-02-27;448;116;0;0;25866;11918;0;0;3.9;1.8;0.0;0.0
01;2021-02-28;29;6;0;0;25895;11924;0;0;3.9;1.8;0.0;0.0
01;2021-03-01;653;534;0;0;26548;12458;0;0;4.0;1.9;0.0;0.0
01;2021-03-02;1066;602;0;0;27614;13060;0;0;4.2;2.0;0.0;0.0
01;2021-03-03;1071;698;0;0;28685;13758;0;0;4.4;2.1;0.0;0.0
01;2021-03-04;1382;694;0;0;30067;14452;0;0;4.6;2.2;0.0;0.0
01;2021-03-05;1519;541;0;0;31586;14993;0;0;4.8;2.3;0.0;0.0
01;2021-03-06;874;111;0;0;32460;15104;0;0;4.9;2.3;0.0;0.0
01;2021-03-07;97;2;0;0;32557;15106;0;0;5.0;2.3;0.0;0.0
01;2021-03-08;851;715;0;0;33408;15821;0;0;5.1;2.4;0.0;0.0
01;2021-03-09;1519;661;0;0;34927;16482;0;0;5.3;2.5;0.0;0.0
01;2021-03-10;1320;641;0;0;36247;17123;0;0;5.5;2.6;0.0;0.0
01;2021-03-11;1922;714;0;0;38169;17837;0;0;5.8;2.7;0.0;0.0
01;2021-03-12;2334;740;0;0;40503;18577;0;0;6.2;2.8;0.0;0.0
01;2021-03-13;1684;94;0;0;42187;18671;0;0;6.4;2.8;0.0;0.0
01;2021-03-14;281;48;0;0;42468;18719;0;0;6.5;2.8;0.0;0.0
01;2021-03-15;1282;469;0;0;43750;19188;0;0;6.7;2.9;0.0;0.0
01;2021-03-16;1222;564;0;0;44972;19752;0;0;6.8;3.0;0.0;0.0
01;2021-03-17;1113;361;0;0;46085;20113;0;0;7.0;3.1;0.0;0.0
01;2021-03-18;1492;547;0;0;47577;20660;0;0;7.2;3.1;0.0;0.0
01;2021-03-19;1893;568;0;0;49470;21228;0;0;7.5;3.2;0.0;0.0
01;2021-03-20;1450;107;0;0;50920;21335;0;0;7.8;3.2;0.0;0.0
01;2021-03-21;148;12;0;0;51068;21347;0;0;7.8;3.2;0.0;0.0
01;2021-03-22;1637;505;0;0;52705;21852;0;0;8.0;3.3;0.0;0.0
01;2021-03-23;2326;631;0;0;55031;22483;0;0;8.4;3.4;0.0;0.0
01;2021-03-24;1737;488;0;0;56768;22971;0;0;8.6;3.5;0.0;0.0
01;2021-03-25;3017;653;0;0;59785;23624;0;0;9.1;3.6;0.0;0.0
01;2021-03-26;3037;590;0;0;62822;24214;0;0;9.6;3.7;0.0;0.0
01;2021-03-27;1347;144;0;0;64169;24358;0;0;9.8;3.7;0.0;0.0
01;2021-03-28;79;7;0;0;64248;24365;0;0;9.8;3.7;0.0;0.0
01;2021-03-29;1933;653;0;0;66181;25018;0;0;10.1;3.8;0.0;0.0
01;2021-03-30;2540;844;0;0;68721;25862;0;0;10.5;3.9;0.0;0.0
01;2021-03-31;1973;800;0;0;70694;26662;0;0;10.8;4.1;0.0;0.0
01;2021-04-01;2729;950;0;0;73423;27612;0;0;11.2;4.2;0.0;0.0
01;2021-04-02;2922;836;0;0;76345;28448;0;0;11.6;4.3;0.0;0.0
01;2021-04-03;1368;209;0;0;77713;28657;0;0;11.8;4.4;0.0;0.0
01;2021-04-04;250;34;0;0;77963;28691;0;0;11.9;4.4;0.0;0.0
01;2021-04-05;1320;83;0;0;79283;28774;0;0;12.1;4.4;0.0;0.0
01;2021-04-06;2787;977;0;0;82070;29751;0;0;12.5;4.5;0.0;0.0
01;2021-04-07;2743;918;0;0;84813;30669;0;0;12.9;4.7;0.0;0.0
01;2021-04-08;3384;1212;0;0;88197;31881;0;0;13.4;4.9;0.0;0.0
01;2021-04-09;4037;1500;0;0;92234;33381;0;0;14.0;5.1;0.0;0.0
01;2021-04-10;1752;363;0;0;93986;33744;0;0;14.3;5.1;0.0;0.0
01;2021-04-11;156;109;0;0;94142;33853;0;0;14.3;5.2;0.0;0.0
01;2021-04-12;2732;1346;0;0;96874;35199;0;0;14.7;5.4;0.0;0.0
01;2021-04-13;2888;1545;0;0;99762;36744;0;0;15.2;5.6;0.0;0.0
01;2021-04-14;3045;1287;0;0;102807;38031;0;0;15.6;5.8;0.0;0.0
01;2021-04-15;3146;1557;0;0;105953;39588;0;0;16.1;6.0;0.0;0.0
01;2021-04-16;2985;1606;0;0;108938;41194;0;0;16.6;6.3;0.0;0.0
01;2021-04-17;1752;732;0;0;110690;41926;0;0;16.8;6.4;0.0;0.0
01;2021-04-18;166;61;0;0;110856;41987;0;0;16.9;6.4;0.0;0.0
01;2021-04-19;2244;1670;0;0;113100;43657;0;0;17.2;6.6;0.0;0.0
01;2021-04-20;2641;1669;0;0;115741;45326;0;0;17.6;6.9;0.0;0.0
01;2021-04-21;2731;1534;0;0;118472;46860;0;0;18.0;7.1;0.0;0.0
01;2021-04-22;2941;1796;0;0;121413;48656;0;0;18.5;7.4;0.0;0.0
01;2021-04-23;2864;1628;0;0;124277;50284;0;0;18.9;7.7;0.0;0.0
01;2021-04-24;1341;591;0;0;125618;50875;0;0;19.1;7.7;0.0;0.0
01;2021-04-25;142;31;0;0;125760;50906;0;0;19.1;7.7;0.0;0.0
01;2021-04-26;2119;1788;0;0;127879;52694;0;0;19.5;8.0;0.0;0.0
01;2021-04-27;2662;1661;0;0;130541;54355;0;0;19.9;8.3;0.0;0.0
01;2021-04-28;2653;1581;0;0;133194;55936;0;0;20.3;8.5;0.0;0.0
01;2021-04-29;2973;1904;0;0;136167;57840;0;0;20.7;8.8;0.0;0.0
01;2021-04-30;3287;2390;0;0;139454;60230;0;0;21.2;9.2;0.0;0.0
01;2021-05-01;1389;795;0;0;140843;61025;0;0;21.4;9.3;0.0;0.0
01;2021-05-02;673;297;0;0;141516;61322;0;0;21.5;9.3;0.0;0.0
01;2021-05-03;2577;2646;0;0;144093;63968;0;0;21.9;9.7;0.0;0.0
01;2021-05-04;2716;2825;0;0;146809;66793;0;0;22.3;10.2;0.0;0.0
01;2021-05-05;3096;2588;0;0;149905;69381;0;0;22.8;10.6;0.0;0.0
01;2021-05-06;3516;2733;0;0;153421;72114;0;0;23.4;11.0;0.0;0.0
01;2021-05-07;3654;2897;0;0;157075;75011;0;0;23.9;11.4;0.0;0.0
01;2021-05-08;1577;947;0;0;158652;75958;0;0;24.1;11.6;0.0;0.0
01;2021-05-09;1164;251;0;0;159816;76209;0;0;24.3;11.6;0.0;0.0
01;2021-05-10;2923;3079;0;0;162739;79288;0;0;24.8;12.1;0.0;0.0
01;2021-05-11;4018;3139;0;0;166757;82427;0;0;25.4;12.5;0.0;0.0
01;2021-05-12;4095;3118;0;0;170852;85545;0;0;26.0;13.0;0.0;0.0
01;2021-05-13;3545;1415;0;0;174397;86960;0;0;26.5;13.2;0.0;0.0
01;2021-05-14;4463;2405;0;0;178860;89365;0;0;27.2;13.6;0.0;0.0
01;2021-05-15;3051;1445;0;0;181911;90810;0;0;27.7;13.8;0.0;0.0
01;2021-05-16;1566;223;0;0;183477;91033;0;0;27.9;13.9;0.0;0.0
01;2021-05-17;3677;2585;0;0;187154;93618;0;0;28.5;14.3;0.0;0.0
01;2021-05-18;4303;2221;0;0;191457;95839;0;0;29.1;14.6;0.0;0.0
01;2021-05-19;4465;2065;0;0;195922;97904;0;0;29.8;14.9;0.0;0.0
01;2021-05-20;4590;2212;0;0;200512;100116;0;0;30.5;15.2;0.0;0.0
01;2021-05-21;4499;2376;0;0;205011;102492;0;0;31.2;15.6;0.0;0.0
01;2021-05-22;3212;1031;0;0;208223;103523;0;0;31.7;15.8;0.0;0.0
01;2021-05-23;1019;139;0;0;209242;103662;0;0;31.9;15.8;0.0;0.0
01;2021-05-24;2527;472;0;0;211769;104134;0;0;32.2;15.9;0.0;0.0
01;2021-05-25;3520;2560;0;0;215289;106694;0;0;32.8;16.2;0.0;0.0
01;2021-05-26;3641;2396;0;0;218930;109090;0;0;33.3;16.6;0.0;0.0
01;2021-05-27;3969;2336;0;0;222899;111426;0;0;33.9;17.0;0.0;0.0
01;2021-05-28;3737;2845;0;0;226636;114271;0;0;34.5;17.4;0.0;0.0
01;2021-05-29;2833;1528;0;0;229469;115799;0;0;34.9;17.6;0.0;0.0
01;2021-05-30;720;279;0;0;230189;116078;0;0;35.0;17.7;0.0;0.0
01;2021-05-31;2931;2565;0;0;233120;118643;0;0;35.5;18.1;0.0;0.0
01;2021-06-01;3363;2778;0;0;236483;121421;0;0;36.0;18.5;0.0;0.0
01;2021-06-02;3542;2363;0;0;240025;123784;0;0;36.5;18.8;0.0;0.0
01;2021-06-03;4135;2646;0;0;244160;126430;0;0;37.2;19.2;0.0;0.0
01;2021-06-04;4845;3578;0;0;249005;130008;0;0;37.9;19.8;0.0;0.0
01;2021-06-05;3455;1690;0;0;252460;131698;0;0;38.4;20.0;0.0;0.0
01;2021-06-06;1114;203;0;0;253574;131901;0;0;38.6;20.1;0.0;0.0
01;2021-06-07;4001;3069;0;0;257575;134970;0;0;39.2;20.5;0.0;0.0
01;2021-06-08;4491;3060;0;0;262066;138030;0;0;39.9;21.0;0.0;0.0
01;2021-06-09;3718;2690;0;0;265784;140720;0;0;40.5;21.4;0.0;0.0
01;2021-06-10;3690;2492;0;0;269474;143212;0;0;41.0;21.8;0.0;0.0
01;2021-06-11;4054;3711;0;0;273528;146923;0;0;41.6;22.4;0.0;0.0
01;2021-06-12;2822;2152;0;0;276350;149075;0;0;42.1;22.7;0.0;0.0
01;2021-06-13;549;615;0;0;276899;149690;0;0;42.1;22.8;0.0;0.0
01;2021-06-14;2691;3368;0;0;279590;153058;0;0;42.6;23.3;0.0;0.0
01;2021-06-15;2751;3641;0;0;282341;156699;0;0;43.0;23.9;0.0;0.0
01;2021-06-16;2957;3600;0;0;285298;160299;0;0;43.4;24.4;0.0;0.0
01;2021-06-17;2719;3676;0;0;288017;163975;0;0;43.8;25.0;0.0;0.0
01;2021-06-18;3295;4650;0;0;291312;168625;0;0;44.3;25.7;0.0;0.0
01;2021-06-19;2190;2642;0;0;293502;171267;0;0;44.7;26.1;0.0;0.0
01;2021-06-20;534;826;0;0;294036;172093;0;0;44.8;26.2;0.0;0.0
01;2021-06-21;2051;4047;0;0;296087;176140;0;0;45.1;26.8;0.0;0.0
01;2021-06-22;1888;4432;0;0;297975;180572;0;0;45.4;27.5;0.0;0.0
01;2021-06-23;1959;3992;0;0;299934;184564;0;0;45.7;28.1;0.0;0.0
01;2021-06-24;1900;4025;0;0;301834;188589;0;0;45.9;28.7;0.0;0.0
01;2021-06-25;2262;5065;0;0;304096;193654;0;0;46.3;29.5;0.0;0.0
01;2021-06-26;1345;3037;0;0;305441;196691;0;0;46.5;29.9;0.0;0.0
01;2021-06-27;358;855;0;0;305799;197546;0;0;46.5;30.1;0.0;0.0
01;2021-06-28;1552;4534;0;0;307351;202080;0;0;46.8;30.8;0.0;0.0
01;2021-06-29;1671;4424;0;0;309022;206504;0;0;47.0;31.4;0.0;0.0
01;2021-06-30;1727;4706;0;0;310749;211210;0;0;47.3;32.1;0.0;0.0
01;2021-07-01;1965;4462;0;0;312714;215672;0;0;47.6;32.8;0.0;0.0
01;2021-07-02;2113;5216;0;0;314827;220888;0;0;47.9;33.6;0.0;0.0
01;2021-07-03;1155;3443;0;0;315982;224331;0;0;48.1;34.1;0.0;0.0
01;2021-07-04;357;891;0;0;316339;225222;0;0;48.2;34.3;0.0;0.0
01;2021-07-05;1941;4464;0;0;318280;229686;0;0;48.4;35.0;0.0;0.0
01;2021-07-06;1568;4779;0;0;319848;234465;0;0;48.7;35.7;0.0;0.0
01;2021-07-07;2149;4056;0;0;321997;238521;0;0;49.0;36.3;0.0;0.0
01;2021-07-08;1937;4000;0;0;323934;242521;0;0;49.3;36.9;0.0;0.0
01;2021-07-09;2298;5019;0;0;326232;247540;0;0;49.7;37.7;0.0;0.0
01;2021-07-10;1315;3515;0;0;327547;251055;0;0;49.9;38.2;0.0;0.0
01;2021-07-11;409;750;0;0;327956;251805;0;0;49.9;38.3;0.0;0.0
01;2021-07-12;1803;4783;0;0;329759;256588;0;0;50.2;39.1;0.0;0.0
01;2021-07-13;2518;5160;0;0;332277;261748;0;0;50.6;39.8;0.0;0.0
01;2021-07-14;680;751;0;0;332957;262499;0;0;50.7;40.0;0.0;0.0
01;2021-07-15;3389;5231;0;0;336346;267730;0;0;51.2;40.8;0.0;0.0
01;2021-07-16;4215;5755;0;0;340561;273485;0;0;51.8;41.6;0.0;0.0
01;2021-07-17;2424;3527;0;0;342985;277012;0;0;52.2;42.2;0.0;0.0
01;2021-07-18;609;1118;0;0;343594;278130;0;0;52.3;42.3;0.0;0.0
01;2021-07-19;3134;4788;0;0;346728;282918;0;0;52.8;43.1;0.0;0.0
01;2021-07-20;3780;4761;0;0;350508;287679;0;0;53.4;43.8;0.0;0.0
01;2021-07-21;4291;4583;0;0;354799;292262;0;0;54.0;44.5;0.0;0.0
01;2021-07-22;4554;4325;0;0;359353;296587;0;0;54.7;45.1;0.0;0.0
01;2021-07-23;4474;5213;0;0;363827;301800;0;0;55.4;45.9;0.0;0.0
01;2021-07-24;2659;3183;0;0;366486;304983;0;0;55.8;46.4;0.0;0.0
01;2021-07-25;457;532;0;0;366943;305515;0;0;55.9;46.5;0.0;0.0
01;2021-07-26;3874;4020;0;0;370817;309535;0;0;56.4;47.1;0.0;0.0
01;2021-07-27;4641;3524;0;0;375458;313059;0;0;57.2;47.7;0.0;0.0
01;2021-07-28;4583;3393;0;0;380041;316452;0;0;57.8;48.2;0.0;0.0
01;2021-07-29;5186;3065;0;0;385227;319517;0;0;58.6;48.6;0.0;0.0
01;2021-07-30;5097;4062;0;0;390324;323579;0;0;59.4;49.3;0.0;0.0
01;2021-07-31;3607;2122;0;0;393931;325701;0;0;60.0;49.6;0.0;0.0
01;2021-08-01;837;409;0;0;394768;326110;0;0;60.1;49.6;0.0;0.0
01;2021-08-02;3698;3031;0;0;398466;329141;0;0;60.7;50.1;0.0;0.0
01;2021-08-03;3758;2884;0;0;402224;332025;0;0;61.2;50.5;0.0;0.0
01;2021-08-04;3451;2257;0;0;405675;334282;0;0;61.8;50.9;0.0;0.0
01;2021-08-05;2942;2784;0;0;408617;337066;0;0;62.2;51.3;0.0;0.0
01;2021-08-06;3295;3582;0;0;411912;340648;0;0;62.7;51.9;0.0;0.0
01;2021-08-07;1992;1878;0;0;413904;342526;0;0;63.0;52.1;0.0;0.0
01;2021-08-08;520;331;0;0;414424;342857;0;0;63.1;52.2;0.0;0.0
01;2021-08-09;1778;3167;0;0;416202;346024;0;0;63.4;52.7;0.0;0.0
01;2021-08-10;2081;2996;0;0;418283;349020;0;0;63.7;53.1;0.0;0.0
01;2021-08-11;1983;3044;0;0;420266;352064;0;0;64.0;53.6;0.0;0.0
01;2021-08-12;1966;3313;0;0;422232;355377;0;0;64.3;54.1;0.0;0.0
01;2021-08-13;2150;3410;0;0;424382;358787;0;0;64.6;54.6;0.0;0.0
01;2021-08-14;1457;2206;0;0;425839;360993;0;0;64.8;54.9;0.0;0.0
01;2021-08-15;101;259;0;0;425940;361252;0;0;64.8;55.0;0.0;0.0
01;2021-08-16;1308;3510;0;0;427248;364762;0;0;65.0;55.5;0.0;0.0
01;2021-08-17;1643;3172;0;0;428891;367934;0;0;65.3;56.0;0.0;0.0
01;2021-08-18;1396;3238;0;0;430287;371172;0;0;65.5;56.5;0.0;0.0
01;2021-08-19;1378;2833;0;0;431665;374005;0;0;65.7;56.9;0.0;0.0
01;2021-08-20;1611;4255;0;0;433276;378260;0;0;66.0;57.6;0.0;0.0
01;2021-08-21;848;2607;0;0;434124;380867;0;0;66.1;58.0;0.0;0.0
01;2021-08-22;90;126;0;0;434214;380993;0;0;66.1;58.0;0.0;0.0
01;2021-08-23;1186;3786;0;0;435400;384779;0;0;66.3;58.6;0.0;0.0
01;2021-08-24;1377;3854;0;0;436777;388633;0;0;66.5;59.2;0.0;0.0
01;2021-08-25;1231;3717;0;0;438008;392350;0;0;66.7;59.7;0.0;0.0
01;2021-08-26;1672;3305;0;0;439680;395655;0;0;66.9;60.2;0.0;0.0
01;2021-08-27;1635;4346;0;0;441315;400001;0;0;67.2;60.9;0.0;0.0
01;2021-08-28;927;2721;0;0;442242;402722;0;0;67.3;61.3;0.0;0.0
01;2021-08-29;77;484;0;0;442319;403206;0;0;67.3;61.4;0.0;0.0
01;2021-08-30;1247;3505;23;0;443566;406711;23;0;67.5;61.9;0.0;0.0
01;2021-08-31;1212;2698;64;0;444778;409409;87;0;67.7;62.3;0.0;0.0
01;2021-09-01;1279;2280;203;0;446057;411689;290;0;67.9;62.7;0.0;0.0
01;2021-09-02;1042;1899;300;1;447099;413588;590;1;68.1;63.0;0.1;0.0
01;2021-09-03;1253;2717;251;1;448352;416305;841;2;68.2;63.4;0.1;0.0
01;2021-09-04;782;2177;87;0;449134;418482;928;2;68.4;63.7;0.1;0.0
01;2021-09-05;185;245;32;0;449319;418727;960;2;68.4;63.7;0.1;0.0
01;2021-09-06;701;1321;377;0;450020;420048;1337;2;68.5;63.9;0.2;0.0
01;2021-09-07;632;1267;258;1;450652;421315;1595;3;68.6;64.1;0.2;0.0
01;2021-09-08;881;1649;250;1;451533;422964;1845;4;68.7;64.4;0.3;0.0
01;2021-09-09;787;1224;205;0;452320;424188;2050;4;68.9;64.6;0.3;0.0
01;2021-09-10;1080;1782;357;0;453400;425970;2407;4;69.0;64.8;0.4;0.0
01;2021-09-11;697;1470;67;0;454097;427440;2474;4;69.1;65.1;0.4;0.0
01;2021-09-12;45;97;5;0;454142;427537;2479;4;69.1;65.1;0.4;0.0
01;2021-09-13;635;1171;353;0;454777;428708;2832;4;69.2;65.3;0.4;0.0
01;2021-09-14;630;1048;514;0;455407;429756;3346;4;69.3;65.4;0.5;0.0
01;2021-09-15;787;1537;459;0;456194;431293;3805;4;69.4;65.7;0.6;0.0
01;2021-09-16;574;984;483;0;456768;432277;4288;4;69.5;65.8;0.7;0.0
01;2021-09-17;743;1567;508;2;457511;433844;4796;6;69.6;66.0;0.7;0.0
01;2021-09-18;371;1220;56;0;457882;435064;4852;6;69.7;66.2;0.7;0.0
01;2021-09-19;49;99;16;0;457931;435163;4868;6;69.7;66.2;0.7;0.0
01;2021-09-20;386;723;505;0;458317;435886;5373;6;69.8;66.3;0.8;0.0
01;2021-09-21;419;810;696;0;458736;436696;6069;6;69.8;66.5;0.9;0.0
01;2021-09-22;398;1117;477;2;459134;437813;6546;8;69.9;66.6;1.0;0.0
01;2021-09-23;357;790;472;3;459491;438603;7018;11;69.9;66.8;1.1;0.0
01;2021-09-24;420;1085;411;1;459911;439688;7429;12;70.0;66.9;1.1;0.0
01;2021-09-25;290;971;84;0;460201;440659;7513;12;70.1;67.1;1.1;0.0
01;2021-09-26;21;117;3;0;460222;440776;7516;12;70.1;67.1;1.1;0.0
01;2021-09-27;204;605;199;2;460426;441381;7715;14;70.1;67.2;1.2;0.0
01;2021-09-28;328;1141;551;0;460754;442522;8266;14;70.1;67.4;1.3;0.0
01;2021-09-29;462;1339;454;3;461216;443861;8720;17;70.2;67.6;1.3;0.0
01;2021-09-30;383;814;445;0;461599;444675;9165;17;70.3;67.7;1.4;0.0
01;2021-10-01;608;1233;524;0;462207;445908;9689;17;70.4;67.9;1.5;0.0
01;2021-10-02;454;1241;181;0;462661;447149;9870;17;70.4;68.1;1.5;0.0
01;2021-10-03;28;63;13;0;462689;447212;9883;17;70.4;68.1;1.5;0.0
01;2021-10-04;247;570;379;0;462936;447782;10262;17;70.5;68.2;1.6;0.0
01;2021-10-05;270;547;551;0;463206;448329;10813;17;70.5;68.2;1.6;0.0
01;2021-10-06;412;806;502;0;463618;449135;11315;17;70.6;68.4;1.7;0.0
01;2021-10-07;241;519;506;0;463859;449654;11821;17;70.6;68.4;1.8;0.0
01;2021-10-08;413;787;588;1;464272;450441;12409;18;70.7;68.6;1.9;0.0
01;2021-10-09;346;674;269;0;464618;451115;12678;18;70.7;68.7;1.9;0.0
01;2021-10-10;17;32;4;0;464635;451147;12682;18;70.7;68.7;1.9;0.0
01;2021-10-11;215;478;539;1;464850;451625;13221;19;70.8;68.7;2.0;0.0
01;2021-10-12;217;391;543;0;465067;452016;13764;19;70.8;68.8;2.1;0.0
01;2021-10-13;388;591;826;1;465455;452607;14590;20;70.9;68.9;2.2;0.0
01;2021-10-14;204;566;511;0;465659;453173;15101;20;70.9;69.0;2.3;0.0
01;2021-10-15;401;567;765;0;466060;453740;15866;20;70.9;69.1;2.4;0.0
01;2021-10-16;305;449;316;1;466365;454189;16182;21;71.0;69.1;2.5;0.0
01;2021-10-17;13;27;1;0;466378;454216;16183;21;71.0;69.1;2.5;0.0
01;2021-10-18;177;269;654;0;466555;454485;16837;21;71.0;69.2;2.6;0.0
01;2021-10-19;222;350;653;0;466777;454835;17490;21;71.1;69.2;2.7;0.0
01;2021-10-20;363;546;932;0;467140;455381;18422;21;71.1;69.3;2.8;0.0
01;2021-10-21;189;426;624;1;467329;455807;19046;22;71.1;69.4;2.9;0.0
01;2021-10-22;310;607;770;0;467639;456414;19816;22;71.2;69.5;3.0;0.0
01;2021-10-23;198;540;378;0;467837;456954;20194;22;71.2;69.6;3.1;0.0
01;2021-10-24;7;14;4;0;467844;456968;20198;22;71.2;69.6;3.1;0.0
01;2021-10-25;245;311;787;1;468089;457279;20985;23;71.3;69.6;3.2;0.0
01;2021-10-26;157;229;646;0;468246;457508;21631;23;71.3;69.6;3.3;0.0
01;2021-10-27;328;459;906;2;468574;457967;22537;25;71.3;69.7;3.4;0.0
01;2021-10-28;164;206;599;0;468738;458173;23136;25;71.4;69.7;3.5;0.0
01;2021-10-29;231;366;898;0;468969;458539;24034;25;71.4;69.8;3.7;0.0
01;2021-10-30;171;374;472;0;469140;458913;24506;25;71.4;69.9;3.7;0.0
01;2021-10-31;5;17;11;0;469145;458930;24517;25;71.4;69.9;3.7;0.0
01;2021-11-01;38;27;8;0;469183;458957;24525;25;71.4;69.9;3.7;0.0
01;2021-11-02;128;236;638;0;469311;459193;25163;25;71.4;69.9;3.8;0.0
01;2021-11-03;294;455;1309;0;469605;459648;26472;25;71.5;70.0;4.0;0.0
01;2021-11-04;146;201;818;0;469751;459849;27290;25;71.5;70.0;4.2;0.0
01;2021-11-05;242;354;1128;0;469993;460203;28418;25;71.5;70.1;4.3;0.0
01;2021-11-06;173;331;683;0;470166;460534;29101;25;71.6;70.1;4.4;0.0
01;2021-11-07;5;16;8;0;470171;460550;29109;25;71.6;70.1;4.4;0.0
