dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
00;2020-12-27;0;0;0;0;;
00;2020-12-28;0;0;0;0;;
00;2020-12-29;0;0;0;0;;
00;2020-12-30;0;0;0;0;;
00;2020-12-31;0;0;0;0;;
00;2021-01-01;0;0;0;0;;
00;2021-01-02;0;0;0;0;;
00;2021-01-03;0;0;0;0;;
00;2021-01-04;0;0;0;0;;
00;2021-01-05;0;0;0;0;;
00;2021-01-06;0;0;0;0;;
00;2021-01-07;0;0;0;0;;
00;2021-01-08;0;0;0;0;;
00;2021-01-09;0;0;0;0;;
00;2021-01-10;0;0;0;0;;
00;2021-01-11;0;0;0;0;;
00;2021-01-12;0;0;0;0;;
00;2021-01-13;0;0;0;0;;
00;2021-01-14;0;0;0;0;;
00;2021-01-15;0;0;0;0;;
00;2021-01-16;0;0;0;0;;
00;2021-01-17;0;0;0;0;;
00;2021-01-18;0;0;0;0;;
00;2021-01-19;0;0;0;0;;
00;2021-01-20;0;0;0;0;;
00;2021-01-21;0;0;0;0;;
00;2021-01-22;1;0;1;0;;
00;2021-01-23;0;0;1;0;;
00;2021-01-24;0;0;1;0;;
00;2021-01-25;0;0;1;0;;
00;2021-01-26;0;0;1;0;;
00;2021-01-27;1;0;2;0;;
00;2021-01-28;1;0;3;0;;
00;2021-01-29;2;0;5;0;;
00;2021-01-30;0;0;5;0;;
00;2021-01-31;0;0;5;0;;
00;2021-02-01;0;0;5;0;;
00;2021-02-02;0;0;5;0;;
00;2021-02-03;0;0;5;0;;
00;2021-02-04;0;0;5;0;;
00;2021-02-05;1;0;6;0;;
00;2021-02-06;1;0;7;0;;
00;2021-02-07;0;0;7;0;;
00;2021-02-08;0;1;7;1;;
00;2021-02-09;0;1;7;2;;
00;2021-02-10;1;0;8;2;;
00;2021-02-11;1;0;9;2;;
00;2021-02-12;0;0;9;2;;
00;2021-02-13;0;0;9;2;;
00;2021-02-14;0;0;9;2;;
00;2021-02-15;0;0;9;2;;
00;2021-02-16;0;0;9;2;;
00;2021-02-17;0;0;9;2;;
00;2021-02-18;0;0;9;2;;
00;2021-02-19;0;0;9;2;;
00;2021-02-20;0;0;9;2;;
00;2021-02-21;0;0;9;2;;
00;2021-02-22;0;0;9;2;;
00;2021-02-23;0;0;9;2;;
00;2021-02-24;2;1;11;3;;
00;2021-02-25;0;0;11;3;;
00;2021-02-26;0;0;11;3;;
00;2021-02-27;0;0;11;3;;
00;2021-02-28;0;0;11;3;;
00;2021-03-01;1;0;12;3;;
00;2021-03-02;0;0;12;3;;
00;2021-03-03;0;0;12;3;;
00;2021-03-04;1;0;13;3;;
00;2021-03-05;0;0;13;3;;
00;2021-03-06;0;0;13;3;;
00;2021-03-07;0;0;13;3;;
00;2021-03-08;0;0;13;3;;
00;2021-03-09;0;0;13;3;;
00;2021-03-10;0;0;13;3;;
00;2021-03-11;0;0;13;3;;
00;2021-03-12;0;0;13;3;;
00;2021-03-13;0;0;13;3;;
00;2021-03-14;0;0;13;3;;
00;2021-03-15;0;0;13;3;;
00;2021-03-16;0;0;13;3;;
00;2021-03-17;0;0;13;3;;
00;2021-03-18;0;0;13;3;;
00;2021-03-19;0;0;13;3;;
00;2021-03-20;0;0;13;3;;
00;2021-03-21;0;0;13;3;;
00;2021-03-22;1;0;14;3;;
00;2021-03-23;1;0;15;3;;
00;2021-03-24;0;0;15;3;;
00;2021-03-25;0;0;15;3;;
00;2021-03-26;1;0;16;3;;
00;2021-03-27;0;0;16;3;;
00;2021-03-28;0;0;16;3;;
00;2021-03-29;0;0;16;3;;
00;2021-03-30;0;0;16;3;;
00;2021-03-31;1;0;17;3;;
00;2021-04-01;0;0;17;3;;
00;2021-04-02;1;0;18;3;;
00;2021-04-03;0;0;18;3;;
00;2021-04-04;0;0;18;3;;
00;2021-04-05;0;0;18;3;;
00;2021-04-06;1;0;19;3;;
00;2021-04-07;0;0;19;3;;
00;2021-04-08;0;0;19;3;;
00;2021-04-09;0;0;19;3;;
00;2021-04-10;2;0;21;3;;
00;2021-04-11;0;0;21;3;;
00;2021-04-12;0;0;21;3;;
00;2021-04-13;0;0;21;3;;
00;2021-04-14;0;0;21;3;;
00;2021-04-15;0;0;21;3;;
00;2021-04-16;0;0;21;3;;
00;2021-04-17;0;0;21;3;;
00;2021-04-18;0;0;21;3;;
00;2021-04-19;0;0;21;3;;
00;2021-04-20;0;0;21;3;;
00;2021-04-21;0;0;21;3;;
00;2021-04-22;0;0;21;3;;
00;2021-04-23;0;0;21;3;;
00;2021-04-24;0;0;21;3;;
00;2021-04-25;0;0;21;3;;
00;2021-04-26;0;0;21;3;;
00;2021-04-27;0;0;21;3;;
00;2021-04-28;0;0;21;3;;
00;2021-04-29;0;0;21;3;;
00;2021-04-30;3;0;24;3;;
00;2021-05-01;0;0;24;3;;
00;2021-05-02;0;0;24;3;;
00;2021-05-03;0;0;24;3;;
00;2021-05-04;0;0;24;3;;
00;2021-05-05;0;0;24;3;;
00;2021-05-06;1;0;25;3;;
00;2021-05-07;2;1;27;4;;
00;2021-05-08;0;0;27;4;;
00;2021-05-09;0;0;27;4;;
00;2021-05-10;1;1;28;5;;
00;2021-05-11;0;0;28;5;;
00;2021-05-12;0;0;28;5;;
00;2021-05-13;0;0;28;5;;
00;2021-05-14;0;0;28;5;;
00;2021-05-15;0;0;28;5;;
00;2021-05-16;0;0;28;5;;
00;2021-05-17;0;0;28;5;;
00;2021-05-18;0;0;28;5;;
00;2021-05-19;0;0;28;5;;
00;2021-05-20;0;0;28;5;;
00;2021-05-21;39;44;67;49;;
00;2021-05-22;0;0;67;49;;
00;2021-05-23;0;0;67;49;;
00;2021-05-24;0;0;67;49;;
00;2021-05-25;0;0;67;49;;
00;2021-05-26;0;1;67;50;;
00;2021-05-27;0;2;67;52;;
00;2021-05-28;0;0;67;52;;
00;2021-05-29;635;24;702;76;;
00;2021-05-30;466;31;1168;107;;
00;2021-05-31;0;0;1168;107;;
00;2021-06-01;0;1;1168;108;;
00;2021-06-02;0;1;1168;109;;
00;2021-06-03;0;0;1168;109;;
00;2021-06-04;0;0;1168;109;;
00;2021-06-05;199;22;1367;131;;
00;2021-06-06;221;22;1588;153;;
00;2021-06-07;0;1;1588;154;;
00;2021-06-08;0;0;1588;154;;
00;2021-06-09;0;0;1588;154;;
00;2021-06-10;0;0;1588;154;;
00;2021-06-11;1;2;1589;156;;
00;2021-06-12;0;1;1589;157;;
00;2021-06-13;0;0;1589;157;;
00;2021-06-14;0;2;1589;159;;
00;2021-06-15;0;0;1589;159;;
00;2021-06-16;0;0;1589;159;;
00;2021-06-17;0;0;1589;159;;
00;2021-06-18;0;3;1589;162;;
00;2021-06-19;0;1;1589;163;;
00;2021-06-20;0;0;1589;163;;
00;2021-06-21;0;0;1589;163;;
01;2020-12-27;0;0;0;0;0.0;0.0
01;2020-12-28;0;0;0;0;0.0;0.0
01;2020-12-29;0;0;0;0;0.0;0.0
01;2020-12-30;0;0;0;0;0.0;0.0
01;2020-12-31;0;0;0;0;0.0;0.0
01;2021-01-01;0;0;0;0;0.0;0.0
01;2021-01-02;0;0;0;0;0.0;0.0
01;2021-01-03;0;0;0;0;0.0;0.0
01;2021-01-04;0;0;0;0;0.0;0.0
01;2021-01-05;0;0;0;0;0.0;0.0
01;2021-01-06;1;0;1;0;0.0;0.0
01;2021-01-07;67;0;68;0;0.0;0.0
01;2021-01-08;159;0;227;0;0.0;0.0
01;2021-01-09;2;0;229;0;0.0;0.0
01;2021-01-10;0;0;229;0;0.0;0.0
01;2021-01-11;147;0;376;0;0.1;0.0
01;2021-01-12;316;2;692;2;0.1;0.0
01;2021-01-13;443;1;1135;3;0.2;0.0
01;2021-01-14;513;3;1648;6;0.3;0.0
01;2021-01-15;396;2;2044;8;0.3;0.0
01;2021-01-16;202;0;2246;8;0.3;0.0
01;2021-01-17;127;0;2373;8;0.4;0.0
01;2021-01-18;371;2;2744;10;0.4;0.0
01;2021-01-19;1038;1;3782;11;0.6;0.0
01;2021-01-20;1256;2;5038;13;0.8;0.0
01;2021-01-21;1088;4;6126;17;0.9;0.0
01;2021-01-22;644;0;6770;17;1.0;0.0
01;2021-01-23;222;0;6992;17;1.1;0.0
01;2021-01-24;70;1;7062;18;1.1;0.0
01;2021-01-25;470;1;7532;19;1.1;0.0
01;2021-01-26;738;3;8270;22;1.3;0.0
01;2021-01-27;517;4;8787;26;1.3;0.0
01;2021-01-28;672;54;9459;80;1.4;0.0
01;2021-01-29;634;98;10093;178;1.5;0.0
01;2021-01-30;233;14;10326;192;1.6;0.0
01;2021-01-31;59;0;10385;192;1.6;0.0
01;2021-02-01;444;75;10829;267;1.6;0.0
01;2021-02-02;509;184;11338;451;1.7;0.1
01;2021-02-03;368;298;11706;749;1.8;0.1
01;2021-02-04;474;419;12180;1168;1.9;0.2
01;2021-02-05;434;279;12614;1447;1.9;0.2
01;2021-02-06;257;139;12871;1586;2.0;0.2
01;2021-02-07;2;113;12873;1699;2.0;0.3
01;2021-02-08;501;408;13374;2107;2.0;0.3
01;2021-02-09;764;850;14138;2957;2.2;0.5
01;2021-02-10;939;732;15077;3689;2.3;0.6
01;2021-02-11;784;784;15861;4473;2.4;0.7
01;2021-02-12;630;552;16491;5025;2.5;0.8
01;2021-02-13;158;149;16649;5174;2.5;0.8
01;2021-02-14;0;9;16649;5183;2.5;0.8
01;2021-02-15;429;441;17078;5624;2.6;0.9
01;2021-02-16;647;409;17725;6033;2.7;0.9
01;2021-02-17;514;238;18239;6271;2.8;1.0
01;2021-02-18;587;562;18826;6833;2.9;1.0
01;2021-02-19;575;243;19401;7076;3.0;1.1
01;2021-02-20;200;155;19601;7231;3.0;1.1
01;2021-02-21;0;1;19601;7232;3.0;1.1
01;2021-02-22;429;553;20030;7785;3.0;1.2
01;2021-02-23;478;521;20508;8306;3.1;1.3
01;2021-02-24;433;467;20941;8773;3.2;1.3
01;2021-02-25;807;612;21748;9385;3.3;1.4
01;2021-02-26;865;559;22613;9944;3.4;1.5
01;2021-02-27;480;110;23093;10054;3.5;1.5
01;2021-02-28;20;3;23113;10057;3.5;1.5
01;2021-03-01;611;447;23724;10504;3.6;1.6
01;2021-03-02;943;548;24667;11052;3.8;1.7
01;2021-03-03;929;657;25596;11709;3.9;1.8
01;2021-03-04;1174;621;26770;12330;4.1;1.9
01;2021-03-05;1350;475;28120;12805;4.3;1.9
01;2021-03-06;778;86;28898;12891;4.4;2.0
01;2021-03-07;43;1;28941;12892;4.4;2.0
01;2021-03-08;665;614;29606;13506;4.5;2.1
01;2021-03-09;1330;589;30936;14095;4.7;2.1
01;2021-03-10;1152;514;32088;14609;4.9;2.2
01;2021-03-11;1652;603;33740;15212;5.1;2.3
01;2021-03-12;1996;603;35736;15815;5.4;2.4
01;2021-03-13;1498;70;37234;15885;5.7;2.4
01;2021-03-14;129;55;37363;15940;5.7;2.4
01;2021-03-15;1118;391;38481;16331;5.9;2.5
01;2021-03-16;995;545;39476;16876;6.0;2.6
01;2021-03-17;831;335;40307;17211;6.1;2.6
01;2021-03-18;1273;451;41580;17662;6.3;2.7
01;2021-03-19;1734;511;43314;18173;6.6;2.8
01;2021-03-20;1439;114;44753;18287;6.8;2.8
01;2021-03-21;96;9;44849;18296;6.8;2.8
01;2021-03-22;1552;482;46401;18778;7.1;2.9
01;2021-03-23;2183;634;48584;19412;7.4;3.0
01;2021-03-24;1602;400;50186;19812;7.6;3.0
01;2021-03-25;2895;572;53081;20384;8.1;3.1
01;2021-03-26;2858;583;55939;20967;8.5;3.2
01;2021-03-27;1305;139;57244;21106;8.7;3.2
01;2021-03-28;21;1;57265;21107;8.7;3.2
01;2021-03-29;1921;532;59186;21639;9.0;3.3
01;2021-03-30;2499;730;61685;22369;9.4;3.4
01;2021-03-31;1856;608;63541;22977;9.7;3.5
01;2021-04-01;2538;809;66079;23786;10.1;3.6
01;2021-04-02;2798;668;68877;24454;10.5;3.7
01;2021-04-03;1255;111;70132;24565;10.7;3.7
01;2021-04-04;0;0;70132;24565;10.7;3.7
01;2021-04-05;1253;43;71385;24608;10.9;3.7
01;2021-04-06;2794;779;74179;25387;11.3;3.9
01;2021-04-07;2725;683;76904;26070;11.7;4.0
01;2021-04-08;3237;961;80141;27031;12.2;4.1
01;2021-04-09;3948;1287;84089;28318;12.8;4.3
01;2021-04-10;1811;284;85900;28602;13.1;4.4
01;2021-04-11;41;22;85941;28624;13.1;4.4
01;2021-04-12;2707;1201;88648;29825;13.5;4.5
01;2021-04-13;2895;1271;91543;31096;13.9;4.7
01;2021-04-14;3092;1053;94635;32149;14.4;4.9
01;2021-04-15;3057;1443;97692;33592;14.9;5.1
01;2021-04-16;2847;1554;100539;35146;15.3;5.3
01;2021-04-17;1648;667;102187;35813;15.6;5.5
01;2021-04-18;12;0;102199;35813;15.6;5.5
01;2021-04-19;2032;1514;104231;37327;15.9;5.7
01;2021-04-20;2644;1556;106875;38883;16.3;5.9
01;2021-04-21;2680;1319;109555;40202;16.7;6.1
01;2021-04-22;2827;1511;112382;41713;17.1;6.3
01;2021-04-23;2740;1497;115122;43210;17.5;6.6
01;2021-04-24;1439;638;116561;43848;17.7;6.7
01;2021-04-25;8;0;116569;43848;17.7;6.7
01;2021-04-26;1964;1708;118533;45556;18.0;6.9
01;2021-04-27;2558;1529;121091;47085;18.4;7.2
01;2021-04-28;2497;1556;123588;48641;18.8;7.4
01;2021-04-29;2713;1756;126301;50397;19.2;7.7
01;2021-04-30;2966;2205;129267;52602;19.7;8.0
01;2021-05-01;1468;851;130735;53453;19.9;8.1
01;2021-05-02;541;69;131276;53522;20.0;8.1
01;2021-05-03;2289;2469;133565;55991;20.3;8.5
01;2021-05-04;2541;2646;136106;58637;20.7;8.9
01;2021-05-05;2516;2472;138622;61109;21.1;9.3
01;2021-05-06;2989;2488;141611;63597;21.6;9.7
01;2021-05-07;3212;2780;144823;66377;22.0;10.1
01;2021-05-08;1633;918;146456;67295;22.3;10.2
01;2021-05-09;1021;158;147477;67453;22.4;10.3
01;2021-05-10;2489;3065;149966;70518;22.8;10.7
01;2021-05-11;3571;3038;153537;73556;23.4;11.2
01;2021-05-12;3623;2950;157160;76506;23.9;11.6
01;2021-05-13;4057;1487;161217;77993;24.5;11.9
01;2021-05-14;4248;2331;165465;80324;25.2;12.2
01;2021-05-15;3133;1424;168598;81748;25.7;12.4
01;2021-05-16;1397;144;169995;81892;25.9;12.5
01;2021-05-17;3390;2452;173385;84344;26.4;12.8
01;2021-05-18;4041;1930;177426;86274;27.0;13.1
01;2021-05-19;3929;1882;181355;88156;27.6;13.4
01;2021-05-20;4506;2001;185861;90157;28.3;13.7
01;2021-05-21;4590;2192;190451;92349;29.0;14.1
01;2021-05-22;3337;941;193788;93290;29.5;14.2
01;2021-05-23;819;82;194607;93372;29.6;14.2
01;2021-05-24;2751;500;197358;93872;30.0;14.3
01;2021-05-25;3527;2412;200885;96284;30.6;14.7
01;2021-05-26;3504;2219;204389;98503;31.1;15.0
01;2021-05-27;3825;2088;208214;100591;31.7;15.3
01;2021-05-28;3645;2633;211859;103224;32.2;15.7
01;2021-05-29;3039;1289;214898;104513;32.7;15.9
01;2021-05-30;609;86;215507;104599;32.8;15.9
01;2021-05-31;2387;2513;217894;107112;33.2;16.3
01;2021-06-01;2738;2572;220632;109684;33.6;16.7
01;2021-06-02;2799;2170;223431;111854;34.0;17.0
01;2021-06-03;3341;2428;226772;114282;34.5;17.4
01;2021-06-04;4471;3350;231243;117632;35.2;17.9
01;2021-06-05;3225;1708;234468;119340;35.7;18.2
01;2021-06-06;656;77;235124;119417;35.8;18.2
01;2021-06-07;3365;2863;238489;122280;36.3;18.6
01;2021-06-08;3677;2709;242166;124989;36.9;19.0
01;2021-06-09;2904;2623;245070;127612;37.3;19.4
01;2021-06-10;2685;2032;247755;129644;37.7;19.7
01;2021-06-11;3045;3348;250800;132992;38.2;20.2
01;2021-06-12;2378;2202;253178;135194;38.5;20.6
01;2021-06-13;198;481;253376;135675;38.6;20.7
01;2021-06-14;2085;3156;255461;138831;38.9;21.1
01;2021-06-15;1974;3357;257435;142188;39.2;21.6
01;2021-06-16;2136;3274;259571;145462;39.5;22.1
01;2021-06-17;1935;3163;261506;148625;39.8;22.6
01;2021-06-18;2562;4156;264068;152781;40.2;23.3
01;2021-06-19;1709;2548;265777;155329;40.5;23.6
01;2021-06-20;146;499;265923;155828;40.5;23.7
01;2021-06-21;1782;3712;267705;159540;40.7;24.3
02;2020-12-27;0;0;0;0;0.0;0.0
02;2020-12-28;0;0;0;0;0.0;0.0
02;2020-12-29;0;0;0;0;0.0;0.0
02;2020-12-30;0;0;0;0;0.0;0.0
02;2020-12-31;0;0;0;0;0.0;0.0
02;2021-01-01;0;0;0;0;0.0;0.0
02;2021-01-02;0;0;0;0;0.0;0.0
02;2021-01-03;0;0;0;0;0.0;0.0
02;2021-01-04;0;0;0;0;0.0;0.0
02;2021-01-05;0;0;0;0;0.0;0.0
02;2021-01-06;22;0;22;0;0.0;0.0
02;2021-01-07;261;1;283;1;0.1;0.0
02;2021-01-08;487;2;770;3;0.1;0.0
02;2021-01-09;74;0;844;3;0.2;0.0
02;2021-01-10;49;0;893;3;0.2;0.0
02;2021-01-11;267;0;1160;3;0.2;0.0
02;2021-01-12;355;1;1515;4;0.3;0.0
02;2021-01-13;468;1;1983;5;0.4;0.0
02;2021-01-14;649;9;2632;14;0.5;0.0
02;2021-01-15;626;3;3258;17;0.6;0.0
02;2021-01-16;333;5;3591;22;0.7;0.0
02;2021-01-17;61;0;3652;22;0.7;0.0
02;2021-01-18;810;1;4462;23;0.8;0.0
02;2021-01-19;942;3;5404;26;1.0;0.0
02;2021-01-20;1428;5;6832;31;1.3;0.0
02;2021-01-21;2597;3;9429;34;1.8;0.0
02;2021-01-22;1417;2;10846;36;2.1;0.0
02;2021-01-23;288;1;11134;37;2.1;0.0
02;2021-01-24;67;0;11201;37;2.1;0.0
02;2021-01-25;432;10;11633;47;2.2;0.0
02;2021-01-26;701;13;12334;60;2.3;0.0
02;2021-01-27;159;2;12493;62;2.4;0.0
02;2021-01-28;69;248;12562;310;2.4;0.1
02;2021-01-29;119;421;12681;731;2.4;0.1
02;2021-01-30;4;14;12685;745;2.4;0.1
02;2021-01-31;0;10;12685;755;2.4;0.1
02;2021-02-01;11;214;12696;969;2.4;0.2
02;2021-02-02;45;331;12741;1300;2.4;0.2
02;2021-02-03;123;340;12864;1640;2.4;0.3
02;2021-02-04;225;360;13089;2000;2.5;0.4
02;2021-02-05;178;420;13267;2420;2.5;0.5
02;2021-02-06;65;175;13332;2595;2.5;0.5
02;2021-02-07;9;0;13341;2595;2.5;0.5
02;2021-02-08;305;438;13646;3033;2.6;0.6
02;2021-02-09;322;683;13968;3716;2.7;0.7
02;2021-02-10;484;1048;14452;4764;2.7;0.9
02;2021-02-11;938;1902;15390;6666;2.9;1.3
02;2021-02-12;882;1119;16272;7785;3.1;1.5
02;2021-02-13;289;129;16561;7914;3.1;1.5
02;2021-02-14;1;5;16562;7919;3.1;1.5
02;2021-02-15;344;680;16906;8599;3.2;1.6
02;2021-02-16;410;571;17316;9170;3.3;1.7
02;2021-02-17;498;608;17814;9778;3.4;1.9
02;2021-02-18;507;446;18321;10224;3.5;1.9
02;2021-02-19;444;573;18765;10797;3.6;2.1
02;2021-02-20;371;231;19136;11028;3.6;2.1
02;2021-02-21;38;17;19174;11045;3.6;2.1
02;2021-02-22;376;315;19550;11360;3.7;2.2
02;2021-02-23;432;364;19982;11724;3.8;2.2
02;2021-02-24;600;141;20582;11865;3.9;2.3
02;2021-02-25;868;132;21450;11997;4.1;2.3
02;2021-02-26;806;66;22256;12063;4.2;2.3
02;2021-02-27;435;6;22691;12069;4.3;2.3
02;2021-02-28;54;1;22745;12070;4.3;2.3
02;2021-03-01;633;22;23378;12092;4.4;2.3
02;2021-03-02;1030;98;24408;12190;4.6;2.3
02;2021-03-03;752;194;25160;12384;4.8;2.4
02;2021-03-04;1158;659;26318;13043;5.0;2.5
02;2021-03-05;1046;497;27364;13540;5.2;2.6
02;2021-03-06;2135;81;29499;13621;5.6;2.6
02;2021-03-07;1503;33;31002;13654;5.9;2.6
02;2021-03-08;563;363;31565;14017;6.0;2.7
02;2021-03-09;997;383;32562;14400;6.2;2.7
02;2021-03-10;893;457;33455;14857;6.4;2.8
02;2021-03-11;1294;373;34749;15230;6.6;2.9
02;2021-03-12;1702;390;36451;15620;6.9;3.0
02;2021-03-13;2565;206;39016;15826;7.4;3.0
02;2021-03-14;1452;20;40468;15846;7.7;3.0
02;2021-03-15;610;450;41078;16296;7.8;3.1
02;2021-03-16;863;391;41941;16687;8.0;3.2
02;2021-03-17;759;475;42700;17162;8.1;3.3
02;2021-03-18;606;645;43306;17807;8.2;3.4
02;2021-03-19;1172;291;44478;18098;8.5;3.4
02;2021-03-20;2428;135;46906;18233;8.9;3.5
02;2021-03-21;1490;62;48396;18295;9.2;3.5
02;2021-03-22;757;490;49153;18785;9.3;3.6
02;2021-03-23;1191;540;50344;19325;9.6;3.7
02;2021-03-24;1579;486;51923;19811;9.9;3.8
02;2021-03-25;1693;574;53616;20385;10.2;3.9
02;2021-03-26;2410;459;56026;20844;10.7;4.0
02;2021-03-27;2481;100;58507;20944;11.1;4.0
02;2021-03-28;637;6;59144;20950;11.2;4.0
02;2021-03-29;1037;856;60181;21806;11.4;4.1
02;2021-03-30;1552;830;61733;22636;11.7;4.3
02;2021-03-31;1299;709;63032;23345;12.0;4.4
02;2021-04-01;1287;848;64319;24193;12.2;4.6
02;2021-04-02;1179;1227;65498;25420;12.5;4.8
02;2021-04-03;2647;831;68145;26251;13.0;5.0
02;2021-04-04;725;232;68870;26483;13.1;5.0
02;2021-04-05;1508;116;70378;26599;13.4;5.1
02;2021-04-06;1522;843;71900;27442;13.7;5.2
02;2021-04-07;1858;751;73758;28193;14.0;5.4
02;2021-04-08;1915;1088;75673;29281;14.4;5.6
02;2021-04-09;2429;1073;78102;30354;14.8;5.8
02;2021-04-10;2429;1184;80531;31538;15.3;6.0
02;2021-04-11;475;416;81006;31954;15.4;6.1
02;2021-04-12;1820;617;82826;32571;15.7;6.2
02;2021-04-13;1595;907;84421;33478;16.0;6.4
02;2021-04-14;2578;938;86999;34416;16.5;6.5
02;2021-04-15;2492;734;89491;35150;17.0;6.7
02;2021-04-16;2415;1096;91906;36246;17.5;6.9
02;2021-04-17;1886;2122;93792;38368;17.8;7.3
02;2021-04-18;265;814;94057;39182;17.9;7.4
02;2021-04-19;1159;623;95216;39805;18.1;7.6
02;2021-04-20;1671;760;96887;40565;18.4;7.7
02;2021-04-21;1543;1043;98430;41608;18.7;7.9
02;2021-04-22;1744;676;100174;42284;19.0;8.0
02;2021-04-23;1917;1392;102091;43676;19.4;8.3
02;2021-04-24;1697;1622;103788;45298;19.7;8.6
02;2021-04-25;460;229;104248;45527;19.8;8.7
02;2021-04-26;1336;551;105584;46078;20.1;8.8
02;2021-04-27;1626;1088;107210;47166;20.4;9.0
02;2021-04-28;1593;1433;108803;48599;20.7;9.2
02;2021-04-29;1878;1169;110681;49768;21.0;9.5
02;2021-04-30;2714;1622;113395;51390;21.6;9.8
02;2021-05-01;1988;1201;115383;52591;21.9;10.0
02;2021-05-02;1982;395;117365;52986;22.3;10.1
02;2021-05-03;2222;972;119587;53958;22.7;10.3
02;2021-05-04;1524;1313;121111;55271;23.0;10.5
02;2021-05-05;2326;1820;123437;57091;23.5;10.9
02;2021-05-06;2115;1711;125552;58802;23.9;11.2
02;2021-05-07;2358;2168;127910;60970;24.3;11.6
02;2021-05-08;2916;923;130826;61893;24.9;11.8
02;2021-05-09;1820;416;132646;62309;25.2;11.8
02;2021-05-10;2373;1442;135019;63751;25.7;12.1
02;2021-05-11;2871;1520;137890;65271;26.2;12.4
02;2021-05-12;2643;1617;140533;66888;26.7;12.7
02;2021-05-13;2972;1021;143505;67909;27.3;12.9
02;2021-05-14;3358;1193;146863;69102;27.9;13.1
02;2021-05-15;4362;1059;151225;70161;28.7;13.3
02;2021-05-16;2788;192;154013;70353;29.3;13.4
02;2021-05-17;2136;627;156149;70980;29.7;13.5
02;2021-05-18;2616;906;158765;71886;30.2;13.7
02;2021-05-19;2836;909;161601;72795;30.7;13.8
02;2021-05-20;3547;1199;165148;73994;31.4;14.1
02;2021-05-21;3809;1028;168957;75022;32.1;14.3
02;2021-05-22;5809;934;174766;75956;33.2;14.4
02;2021-05-23;2651;224;177417;76180;33.7;14.5
02;2021-05-24;3530;521;180947;76701;34.4;14.6
02;2021-05-25;2256;1138;183203;77839;34.8;14.8
02;2021-05-26;3050;1468;186253;79307;35.4;15.1
02;2021-05-27;3641;1464;189894;80771;36.1;15.4
02;2021-05-28;3498;1570;193392;82341;36.8;15.7
02;2021-05-29;4066;1554;197458;83895;37.5;15.9
02;2021-05-30;1442;182;198900;84077;37.8;16.0
02;2021-05-31;2563;1176;201463;85253;38.3;16.2
02;2021-06-01;2857;1856;204320;87109;38.8;16.6
02;2021-06-02;3115;1619;207435;88728;39.4;16.9
02;2021-06-03;2828;1807;210263;90535;40.0;17.2
02;2021-06-04;3127;2033;213390;92568;40.6;17.6
02;2021-06-05;3375;1717;216765;94285;41.2;17.9
02;2021-06-06;1720;252;218485;94537;41.5;18.0
02;2021-06-07;1609;1483;220094;96020;41.8;18.3
02;2021-06-08;2070;1838;222164;97858;42.2;18.6
02;2021-06-09;1990;1645;224154;99503;42.6;18.9
02;2021-06-10;1932;1822;226086;101325;43.0;19.3
02;2021-06-11;2187;3065;228273;104390;43.4;19.8
02;2021-06-12;2303;2588;230576;106978;43.8;20.3
02;2021-06-13;677;1384;231253;108362;44.0;20.6
02;2021-06-14;1036;2392;232289;110754;44.2;21.1
02;2021-06-15;1514;2466;233803;113220;44.4;21.5
02;2021-06-16;1509;2750;235312;115970;44.7;22.0
02;2021-06-17;1757;2846;237069;118816;45.1;22.6
02;2021-06-18;2291;3563;239360;122379;45.5;23.3
02;2021-06-19;1793;3798;241153;126177;45.8;24.0
02;2021-06-20;639;1515;241792;127692;46.0;24.3
02;2021-06-21;755;3184;242547;130876;46.1;24.9
03;2020-12-27;0;0;0;0;0.0;0.0
03;2020-12-28;0;0;0;0;0.0;0.0
03;2020-12-29;0;0;0;0;0.0;0.0
03;2020-12-30;0;0;0;0;0.0;0.0
03;2020-12-31;0;0;0;0;0.0;0.0
03;2021-01-01;0;0;0;0;0.0;0.0
03;2021-01-02;0;0;0;0;0.0;0.0
03;2021-01-03;0;0;0;0;0.0;0.0
03;2021-01-04;0;0;0;0;0.0;0.0
03;2021-01-05;0;0;0;0;0.0;0.0
03;2021-01-06;10;0;10;0;0.0;0.0
03;2021-01-07;60;0;70;0;0.0;0.0
03;2021-01-08;146;1;216;1;0.1;0.0
03;2021-01-09;122;0;338;1;0.1;0.0
03;2021-01-10;6;0;344;1;0.1;0.0
03;2021-01-11;413;1;757;2;0.2;0.0
03;2021-01-12;629;0;1386;2;0.4;0.0
03;2021-01-13;669;1;2055;3;0.6;0.0
03;2021-01-14;860;4;2915;7;0.9;0.0
03;2021-01-15;322;2;3237;9;1.0;0.0
03;2021-01-16;277;0;3514;9;1.1;0.0
03;2021-01-17;42;0;3556;9;1.1;0.0
03;2021-01-18;876;0;4432;9;1.3;0.0
03;2021-01-19;1150;1;5582;10;1.7;0.0
03;2021-01-20;1289;1;6871;11;2.1;0.0
03;2021-01-21;1196;3;8067;14;2.4;0.0
03;2021-01-22;1116;3;9183;17;2.8;0.0
03;2021-01-23;464;0;9647;17;2.9;0.0
03;2021-01-24;0;0;9647;17;2.9;0.0
03;2021-01-25;187;0;9834;17;3.0;0.0
03;2021-01-26;679;14;10513;31;3.2;0.0
